ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
41	"ENSG00000165699.15"	"TSC1"	chr9	-	132897183	132897610	132897183	132897345	132897422	132897610	41	0,1	4,0	0,1	5,11	176	99	1	1.0	0.0,1.0	0.0,0.049	0.475
43	"ENSG00000165699.15"	"TSC1"	chr9	-	132925586	132927304	132925586	132925739	132927200	132927304	43	3,0	13,10	4,0	19,15	198	99	0.92154271601	1.0	0.103,0.0	0.095,0.0	0.004
44	"ENSG00000136878.14"	"USP20"	chr9	+	129880112	129881828	129880112	129880289	129880466	129881828	44	8,5	7,5	9,3	3,3	198	99	0.393823383379	0.97059168536081	0.364,0.333	0.6,0.333	-0.118
45	"ENSG00000184634.17"	"MED12"	chrX	+	71123593	71124388	71123593	71123720	71124158	71124388	45	0,2	1,2	0,0	0,2	198	99	1	1.0	0.0,0.333	NA,0.0	0.167
48	"ENSG00000184634.17"	"MED12"	chrX	+	71127335	71128120	71127335	71127467	71127892	71128120	48	0,2	1,3	0,1	0,3	198	99	1	1.0	0.0,0.25	NA,0.143	-0.018
50	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71129215	71128597	71128718	71129113	71129215	50	1,1	1,3	0,0	0,1	198	99	1	1.0	0.333,0.143	NA,0.0	0.238
55	"ENSG00000184634.17"	"MED12"	chrX	+	71132072	71132538	71132072	71132206	71132376	71132538	55	0,4	0,3	0,0	1,1	198	99	1	1.0	NA,0.4	0.0,0.0	0.4
60	"ENSG00000184634.17"	"MED12"	chrX	+	71137725	71137943	71137725	71137780	71137855	71137943	60	3,1	1,0	0,1	0,0	174	99	1	1.0	0.631,1.0	NA,1.0	-0.184
63	"ENSG00000197694.19"	"SPTAN1"	chr9	+	128598962	128600115	128598962	128598986	128600079	128600115	63	4,2	57,43	5,6	48,50	198	99	0.175233116974	0.6235181980864787	0.034,0.023	0.05,0.057	-0.025
66	"ENSG00000148337.22"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128179072	128179415	66	11,7	1,0	8,8	1,0	198	99	1	1.0	0.846,1.0	0.8,1.0	0.023
69	"ENSG00000148334.16"	"PTGES2"	chr9	-	128122361	128123134	128122361	128122479	128122933	128123134	69	16,14	59,37	2,4	18,4	198	99	0.589750600258	1.0	0.119,0.159	0.053,0.333	-0.054
70	"ENSG00000148334.16"	"PTGES2"	chr9	-	128122361	128123134	128122361	128122646	128122933	128123134	70	23,24	0,0	6,3	1,0	198	99	1	1.0	1.0,1.0	0.75,1.0	0.125
71	"ENSG00000148334.16"	"PTGES2"	chr9	-	128124491	128125441	128124491	128124550	128125243	128125441	71	0,0	38,29	3,0	6,3	198	99	0.203998941121	0.6821261024665047	0.0,0.0	0.2,0.0	-0.1
74	"ENSG00000148356.15"	"LRSAM1"	chr9	+	127451514	127452084	127451514	127451669	127451928	127452084	74	10,11	8,10	6,4	8,0	198	99	0.377256062901	0.9534299941152603	0.385,0.355	0.273,1.0	-0.267
78	"ENSG00000044574.9"	"HSPA5"	chr9	-	125238140	125238827	125238140	125238308	125238589	125238827	78	18,13	202,159	30,11	173,107	198	99	0.0517014224672	0.298567585593604	0.043,0.039	0.08,0.049	-0.024
79	"ENSG00000044574.9"	"HSPA5"	chr9	-	125238140	125239331	125238140	125238827	125238940	125239331	79	11,19	204,153	13,6	184,127	198	99	0.272863884115	0.8056064900141254	0.026,0.058	0.034,0.023	0.014
81	"ENSG00000044574.9"	"HSPA5"	chr9	-	125238940	125239533	125238940	125239331	125239420	125239533	81	7,5	221,190	7,6	202,174	188	99	0.696128435032	1.0	0.016,0.014	0.018,0.018	-0.003
82	"ENSG00000044574.9"	"HSPA5"	chr9	-	125239420	125240309	125239420	125239533	125240171	125240309	82	4,7	287,177	3,3	221,165	198	99	0.823012692946	1.0	0.007,0.019	0.007,0.009	0.005
83	"ENSG00000044574.9"	"HSPA5"	chr9	-	125239420	125240907	125239420	125240309	125240675	125240907	83	19,11	235,196	11,6	205,174	198	99	0.148910147812	0.5758717426595711	0.039,0.027	0.026,0.017	0.012
87	"ENSG00000117335.21"	"CD46"	chr1	+	207759638	207761446	207759638	207759724	207761248	207761446	87	3,7	98,91	4,7	99,79	198	99	0.723773590234	1.0	0.015,0.037	0.02,0.042	-0.005
88	"ENSG00000117335.21"	"CD46"	chr1	+	207767012	207767823	207767012	207767195	207767778	207767823	88	18,17	68,38	9,14	87,31	198	99	0.154894156669	0.588674729525976	0.117,0.183	0.049,0.184	0.034
89	"ENSG00000117335.21"	"CD46"	chr1	+	207767012	207770362	207767012	207767195	207770320	207770362	89	14,14	76,71	13,10	51,41	198	99	0.451670697752	1.0	0.084,0.09	0.113,0.109	-0.024
90	"ENSG00000117335.21"	"CD46"	chr1	+	207767012	207770362	207767012	207767823	207770320	207770362	90	13,11	127,118	9,13	178,127	198	99	0.359420222383	0.9270214836855916	0.049,0.045	0.025,0.049	0.01
92	"ENSG00000117335.21"	"CD46"	chr1	+	207783291	207785106	207783291	207783330	207785070	207785106	92	6,11	246,218	4,9	280,185	198	99	0.474946873414	1.0	0.012,0.025	0.007,0.024	0.003
93	"ENSG00000152332.16"	"UHMK1"	chr1	+	162499954	162501104	162499954	162500247	162500912	162501104	93	0,2	25,26	1,1	12,11	198	99	0.644753053632	1.0	0.0,0.037	0.04,0.043	-0.023
94	"ENSG00000106804.10"	"C5"	chr9	-	120953729	120957368	120953729	120953868	120957284	120957368	94	1,0	7,2	0,0	0,1	198	99	1	1.0	0.067,0.0	NA,0.0	0.034
98	"ENSG00000134905.17"	"CARS2"	chr13	-	110642314	110644182	110642314	110642521	110644064	110644182	98	2,3	0,1	4,0	0,0	198	99	1	1.0	1.0,0.6	1.0,NA	-0.2
99	"ENSG00000134905.17"	"CARS2"	chr13	-	110645966	110647239	110645966	110646090	110647100	110647239	99	1,2	11,7	1,0	15,3	198	99	0.258775798607	0.777512887044985	0.043,0.125	0.032,0.0	0.068
101	"ENSG00000006712.15"	"PAF1"	chr19	-	39389479	39389761	39389479	39389546	39389639	39389761	101	1,1	25,22	0,0	4,2	192	99	0.649171829125	1.0	0.02,0.023	0.0,0.0	0.021
103	"ENSG00000147535.17"	"PLPP5"	chr8	-	38267896	38268990	38267896	38267960	38268881	38268990	103	14,19	0,0	5,7	2,0	198	99	0.504921748244	1.0	1.0,1.0	0.556,1.0	0.222
105	"ENSG00000070214.17"	"SLC44A1"	chr9	+	105389032	105397346	105389032	105389108	105389186	105397346	105	25,18	1,0	15,12	2,2	177	99	0.00720186919994	0.08565746501793922	0.933,1.0	0.808,0.77	0.177
106	"ENSG00000174177.13"	"CTU2"	chr16	+	88714382	88714737	88714382	88714486	88714586	88714737	106	1,1	6,9	1,4	2,5	198	99	0.0370189445616	0.2427913921175794	0.077,0.053	0.2,0.286	-0.178
108	"ENSG00000168291.13"	"PDHB"	chr3	-	58429707	58430238	58429707	58429799	58430127	58430238	108	6,7	116,92	2,0	43,18	198	99	0.0812867665738	0.39616512244194885	0.025,0.037	0.023,0.0	0.019
109	"ENSG00000168291.13"	"PDHB"	chr3	-	58429707	58430238	58429707	58429941	58430127	58430238	109	5,6	0,0	2,0	0,1	198	99	0.101346779278	0.4584513185139705	1.0,1.0	1.0,0.0	0.5
111	"ENSG00000168291.13"	"PDHB"	chr3	-	58431730	58431984	58431730	58431793	58431876	58431984	111	11,15	97,79	1,0	21,12	182	99	0.00159112750659	0.03290480352592203	0.058,0.094	0.025,0.0	0.064
112	"ENSG00000168291.13"	"PDHB"	chr3	-	58431876	58433684	58431876	58431984	58433630	58433684	112	15,6	185,132	0,1	51,27	198	99	0.0108358375227	0.10981750566603908	0.039,0.022	0.0,0.018	0.021
113	"ENSG00000197816.16"	"CCDC180"	chr9	+	97307735	97308132	97307735	97307806	97307982	97308132	113	0,1	0,1	2,0	0,1	198	99	1	1.0	NA,0.333	1.0,0.0	-0.167
114	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036448	82036190	82036308	82036383	82036448	114	11,11	155,114	5,3	58,41	174	99	0.744820088747	1.0	0.039,0.052	0.047,0.04	0.002
116	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036643	82036190	82036308	82036543	82036643	116	12,14	1,0	9,5	1,2	198	99	0.0371483100477	0.24294571428631156	0.857,1.0	0.818,0.556	0.241
117	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036643	82036190	82036448	82036543	82036643	117	10,9	114,66	7,2	39,14	194	99	0.516772792648	1.0	0.043,0.065	0.084,0.068	-0.022
118	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036763	82036190	82036643	82036720	82036763	118	22,3	71,60	7,1	48,17	176	99	0.214418505223	0.6989374517517559	0.148,0.027	0.076,0.032	0.033
119	"ENSG00000169738.8"	"DCXR"	chr17	-	82036720	82037013	82036720	82036763	82036858	82037013	119	4,1	98,84	3,0	46,21	194	99	0.668945250568	1.0	0.02,0.006	0.032,0.0	-0.003
120	"ENSG00000169738.8"	"DCXR"	chr17	-	82036858	82037547	82036858	82037013	82037449	82037547	120	6,9	102,66	6,6	32,20	198	99	0.0540076240683	0.30677129053512847	0.029,0.064	0.086,0.13	-0.061
121	"ENSG00000105875.15"	"WDR91"	chr7	-	135186971	135188545	135186971	135187169	135188432	135188545	121	0,2	4,3	1,5	3,2	198	99	0.0345425786521	0.23355105015282454	0.0,0.25	0.143,0.556	-0.225
122	"ENSG00000105875.15"	"WDR91"	chr7	-	135186971	135189452	135186971	135187169	135189343	135189452	122	0,0	1,0	1,7	0,0	198	99	1	1.0	0.0,NA	1.0,1.0	-1.0
123	"ENSG00000105875.15"	"WDR91"	chr7	-	135186971	135189452	135186971	135188545	135189343	135189452	123	2,1	3,3	3,2	4,0	198	99	0.161320229137	0.6026209698681587	0.25,0.143	0.273,1.0	-0.44
125	"ENSG00000105875.15"	"WDR91"	chr7	-	135204267	135206058	135204267	135204433	135205927	135206058	125	6,2	0,3	2,4	2,2	198	99	0.334442896107	0.8880435720226935	1.0,0.25	0.333,0.5	0.209
128	"ENSG00000185963.14"	"BICD2"	chr9	-	92711362	92715463	92711362	92713461	92715252	92715463	128	5,1	3,3	13,5	8,5	198	99	0.439637921482	1.0	0.455,0.143	0.448,0.333	-0.092
136	"ENSG00000134884.15"	"ARGLU1"	chr13	-	106557047	106559657	106557047	106557131	106559431	106559657	136	64,70	20,22	74,58	46,19	198	99	0.166976373412	0.6110033803332859	0.615,0.614	0.446,0.604	0.09
140	"ENSG00000116353.16"	"MECR"	chr1	-	29195940	29196258	29195940	29196013	29196197	29196258	140	5,0	5,6	2,0	6,3	198	99	0.143003227481	0.564324296927927	0.333,0.0	0.143,0.0	0.095
143	"ENSG00000238227.8"	"TMEM250"	chr9	-	136114588	136117024	136114588	136114950	136115455	136117024	143	28,17	1,2	22,12	0,0	198	99	0.221340751834	0.7131055380139607	0.933,0.81	1.0,1.0	-0.128
144	"ENSG00000119139.21"	"TJP2"	chr9	+	69251034	69252900	69251034	69251364	69252814	69252900	144	0,1	4,10	0,0	3,4	198	99	1	1.0	0.0,0.048	0.0,0.0	0.024
145	"ENSG00000119139.21"	"TJP2"	chr9	+	69252814	69255187	69252814	69252900	69254208	69255187	145	8,3	12,9	0,0	4,1	198	99	0.000239499630086	0.009239855476679212	0.25,0.143	0.0,0.0	0.197
147	"ENSG00000139645.11"	"ANKRD52"	chr12	-	56257282	56257911	56257282	56257361	56257827	56257911	147	0,0	12,9	5,2	6,2	198	99	3.00584252274e-05	0.0017921848080388754	0.0,0.0	0.294,0.333	-0.314
148	"ENSG00000148672.10"	"GLUD1"	chr10	-	87060160	87060825	87060160	87060241	87060687	87060825	148	10,0	90,83	1,3	41,16	198	99	0.802285301847	1.0	0.053,0.0	0.012,0.086	-0.022
150	"ENSG00000130714.19"	"POMT1"	chr9	+	131506402	131509022	131506402	131506453	131507367	131509022	150	0,2	17,23	0,0	3,6	198	99	0.521605228617	1.0	0.0,0.042	0.0,0.0	0.021
152	"ENSG00000130714.19"	"POMT1"	chr9	+	131507367	131509022	131507367	131507514	131508910	131509022	152	3,0	11,20	2,0	0,7	198	99	0.513834213719	1.0	0.12,0.0	1.0,0.0	-0.44
153	"ENSG00000130714.19"	"POMT1"	chr9	+	131509742	131510415	131509742	131509808	131509902	131510415	153	2,1	22,26	0,3	8,4	193	99	0.747112442211	1.0	0.045,0.019	0.0,0.278	-0.107
155	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510415	131509902	131509996	131510259	131510415	155	9,8	14,17	2,2	3,5	198	99	0.524450683865	1.0	0.243,0.19	0.25,0.167	0.008
156	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510415	131509902	131510062	131510259	131510415	156	3,6	0,1	2,0	0,0	198	99	1	1.0	1.0,0.75	1.0,NA	-0.125
159	"ENSG00000130714.19"	"POMT1"	chr9	+	131511336	131512136	131511336	131511467	131512040	131512136	159	4,2	20,14	1,3	9,2	198	99	0.757245198501	1.0	0.091,0.067	0.053,0.429	-0.162
160	"ENSG00000130714.19"	"POMT1"	chr9	+	131511336	131512136	131511336	131511472	131512040	131512136	160	4,2	1,1	1,3	0,0	198	99	0.526924019889	1.0	0.667,0.5	1.0,1.0	-0.416
162	"ENSG00000130714.19"	"POMT1"	chr9	+	131522931	131523799	131522931	131523170	131523346	131523799	162	42,52	1,0	15,2	0,0	198	99	1	1.0	0.955,1.0	1.0,1.0	-0.022
163	"ENSG00000130714.19"	"POMT1"	chr9	+	131522931	131523799	131522931	131523170	131523352	131523799	163	41,50	0,2	15,2	0,0	198	99	0.380158477994	0.9551163456846358	1.0,0.926	1.0,1.0	-0.037
165	"ENSG00000197081.16"	"IGF2R"	chr6	+	160088032	160089253	160088032	160088147	160089106	160089253	165	1,0	13,14	2,4	12,14	198	99	0.00828705627929	0.09417295885698115	0.037,0.0	0.077,0.125	-0.083
168	"ENSG00000111011.18"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519029	122521384	122521428	168	9,6	32,28	5,5	19,8	198	99	0.531990132958	1.0	0.123,0.097	0.116,0.238	-0.067
169	"ENSG00000134317.18"	"GRHL1"	chr2	+	9958785	9961436	9958785	9958856	9961045	9961436	169	0,0	1,11	2,1	13,5	198	99	0.935607590904	1.0	0.0,0.0	0.071,0.091	-0.081
174	"ENSG00000180071.21"	"ANKRD18A"	chr9	-	38540568	38541562	38540568	38540849	38541455	38541562	174	0,0	1,1	0,1	0,0	198	99	1	1.0	0.0,0.0	NA,1.0	-1.0
203	"ENSG00000137073.24"	"UBAP2"	chr9	-	33922965	33923293	33922965	33923033	33923185	33923293	203	0,1	2,10	0,0	4,12	198	99	1	1.0	0.0,0.048	0.0,0.0	0.024
205	"ENSG00000137073.24"	"UBAP2"	chr9	-	33922965	33923478	33922965	33923293	33923378	33923478	205	1,6	7,6	4,0	4,8	184	99	0.445769159881	1.0	0.071,0.35	0.35,0.0	0.036
206	"ENSG00000137073.24"	"UBAP2"	chr9	-	33996222	33998864	33996222	33996333	33998786	33998864	206	1,0	14,15	0,6	8,6	198	99	0.00552502482089	0.07185662592834557	0.034,0.0	0.0,0.333	-0.15
211	"ENSG00000138834.15"	"MAPK8IP3"	chr16	+	1767804	1768107	1767804	1767918	1768068	1768107	211	1,1	2,2	4,1	4,12	198	99	0.25639852474	0.7739155996590007	0.2,0.2	0.333,0.04	0.014
214	"ENSG00000115053.17"	"NCL"	chr2	-	231456009	231456764	231456009	231456136	231456630	231456764	214	0,2	129,150	0,1	36,40	198	99	1	1.0	0.0,0.007	0.0,0.012	-0.003
216	"ENSG00000115053.17"	"NCL"	chr2	-	231456630	231457800	231456630	231456764	231457000	231457800	216	9,1	73,76	4,0	19,25	198	99	0.699542742565	1.0	0.058,0.007	0.095,0.0	-0.015
217	"ENSG00000115053.17"	"NCL"	chr2	-	231457000	231457800	231457000	231457124	231457642	231457800	217	17,10	49,42	4,4	14,24	198	99	0.296870354374	0.8387272596498672	0.148,0.106	0.125,0.077	0.026
219	"ENSG00000115053.17"	"NCL"	chr2	-	231458265	231459125	231458265	231458344	231459000	231459125	219	28,32	0,1	7,12	0,0	198	99	1	1.0	1.0,0.941	1.0,1.0	-0.03
220	"ENSG00000115053.17"	"NCL"	chr2	-	231458265	231459125	231458265	231458389	231459000	231459125	220	2,7	78,110	2,1	36,43	198	99	0.390966162856	0.9686592842266034	0.013,0.031	0.027,0.011	0.003
222	"ENSG00000077232.19"	"DNAJC10"	chr2	+	182717015	182718290	182717015	182717072	182717940	182718290	222	3,0	6,4	0,1	3,7	198	99	0.485119482964	1.0	0.2,0.0	0.0,0.067	0.067
223	"ENSG00000077232.19"	"DNAJC10"	chr2	+	182717015	182718290	182717015	182717072	182718156	182718290	223	13,19	2,0	12,15	0,0	198	99	0.731570228694	1.0	0.765,1.0	1.0,1.0	-0.117
224	"ENSG00000077232.19"	"DNAJC10"	chr2	+	182728575	182728994	182728575	182728658	182728862	182728994	224	2,2	19,19	1,0	36,26	198	99	0.29163102667	0.8300545836590019	0.05,0.05	0.014,0.0	0.043
225	"ENSG00000164934.15"	"DCAF13"	chr8	+	103427096	103430689	103427096	103427252	103430611	103430689	225	8,2	40,55	1,3	26,49	198	99	0.162680561058	0.6047501666536663	0.091,0.018	0.019,0.03	0.03
237	"ENSG00000178685.14"	"PARP10"	chr8	-	143986054	143986460	143986054	143986233	143986357	143986460	237	0,2	14,5	0,0	0,1	198	99	1	1.0	0.0,0.167	NA,0.0	0.084
243	"ENSG00000158106.14"	"RHPN1"	chr8	+	143379828	143380175	143379828	143379985	143380061	143380175	243	6,2	18,14	5,1	40,41	175	99	0.0530409306098	0.3039804545591234	0.159,0.075	0.066,0.014	0.077
247	"ENSG00000148399.13"	"DPH7"	chr9	-	137564892	137565154	137564892	137564958	137565084	137565154	247	6,4	12,12	3,4	6,2	198	99	0.407191037274	0.9849389104978579	0.2,0.143	0.2,0.5	-0.178
248	"ENSG00000148399.13"	"DPH7"	chr9	-	137575708	137576167	137575708	137575892	137576079	137576167	248	5,21	0,1	3,13	0,0	198	99	1	1.0	1.0,0.913	1.0,1.0	-0.043
251	"ENSG00000261824.8"	"LINC00662"	chr19	-	27792999	27793893	27792999	27793232	27793531	27793893	251	5,0	3,2	8,4	0,0	198	99	4.06142806608e-07	7.7691734380722e-05	0.455,0.0	1.0,1.0	-0.772
253	"ENSG00000008513.17"	"ST3GAL1"	chr8	-	133475718	133476600	133475718	133476074	133476277	133476600	253	6,6	3,2	4,11	3,2	198	99	0.750001137992	1.0	0.5,0.6	0.4,0.733	-0.016
254	"ENSG00000290928.1"	"ENSG00000290928"	chr17	+	30768833	30769064	30768833	30768867	30769000	30769064	254	21,17	1,3	8,22	0,3	198	99	0.78793207664	1.0	0.913,0.739	1.0,0.786	-0.067
259	"ENSG00000064313.13"	"TAF2"	chr8	-	119793365	119795631	119793365	119793451	119795531	119795631	259	4,4	12,10	8,3	5,3	198	99	0.0343641012668	0.2326926090204702	0.143,0.167	0.444,0.333	-0.234
260	"ENSG00000064313.13"	"TAF2"	chr8	-	119831676	119832841	119831676	119831721	119832477	119832841	260	3,3	0,1	1,1	0,0	198	99	1	1.0	1.0,0.6	1.0,1.0	-0.2
261	"ENSG00000064313.13"	"TAF2"	chr8	-	119831676	119832841	119831676	119831731	119832481	119832841	261	3,2	12,14	1,1	12,9	198	99	0.172526548604	0.6212308899144815	0.111,0.067	0.04,0.053	0.042
263	"ENSG00000185920.19"	"PTCH1"	chr9	-	95449840	95453620	95449840	95449940	95453477	95453620	263	0,0	0,1	1,0	0,1	198	99	1	1.0	NA,0.0	1.0,0.0	-0.5
264	"ENSG00000160446.19"	"ZDHHC12"	chr9	-	128722437	128724127	128722437	128722574	128723993	128724127	264	0,0	39,36	0,1	6,10	198	99	1	1.0	0.0,0.0	0.0,0.048	-0.024
265	"ENSG00000112651.12"	"MRPL2"	chr6	-	43055896	43056196	43055896	43056007	43056080	43056196	265	1,2	34,27	3,0	12,4	172	99	0.579620563754	1.0	0.017,0.041	0.126,0.0	-0.034
272	"ENSG00000104408.11"	"EIF3E"	chr8	-	108201742	108203117	108201742	108201923	108202982	108203117	272	17,24	124,106	7,6	59,32	198	99	0.388978389202	0.9672061860770097	0.064,0.102	0.056,0.086	0.012
273	"ENSG00000104408.11"	"EIF3E"	chr8	-	108201742	108203117	108201742	108201923	108202989	108203117	273	68,67	0,1	33,17	0,0	198	99	1	1.0	1.0,0.971	1.0,1.0	-0.014
274	"ENSG00000104408.11"	"EIF3E"	chr8	-	108202982	108203503	108202982	108203117	108203400	108203503	274	2,4	151,157	3,4	81,59	198	99	0.274514976921	0.8074988823418693	0.007,0.013	0.018,0.033	-0.016
277	"ENSG00000083307.12"	"GRHL2"	chr8	+	101492438	101492789	101492438	101492586	101492701	101492789	277	104,96	1,0	51,33	0,2	198	99	0.724769043453	1.0	0.981,1.0	1.0,0.892	0.044
279	"ENSG00000205628.5"	"LINC01446"	chr7	-	53811507	53811931	53811507	53811574	53811659	53811931	279	9,13	0,2	28,16	3,0	184	99	0.61425337796	1.0	1.0,0.778	0.834,1.0	-0.028
281	"ENSG00000138398.17"	"PPIG"	chr2	+	169603641	169604102	169603641	169603694	169604025	169604102	281	0,0	11,20	0,1	7,5	198	99	1	1.0	0.0,0.0	0.0,0.091	-0.045
282	"ENSG00000138398.17"	"PPIG"	chr2	+	169630773	169631933	169630773	169630987	169631765	169631933	282	1,0	16,12	1,0	5,3	198	99	1	1.0	0.03,0.0	0.091,0.0	-0.03
284	"ENSG00000070756.17"	"PABPC1"	chr8	-	100712651	100713181	100712651	100712789	100713086	100713181	284	1,5	142,158	8,7	66,60	198	99	0.000198373462136	0.00785114279884807	0.004,0.016	0.057,0.055	-0.046
285	"ENSG00000070756.17"	"PABPC1"	chr8	-	100717772	100718280	100717772	100717888	100718086	100718280	285	7,6	61,102	16,15	29,24	198	99	2.8909987404e-08	9.480410869411714e-06	0.054,0.029	0.216,0.238	-0.185
286	"ENSG00000070756.17"	"PABPC1"	chr8	-	100717772	100718280	100717772	100717888	100718182	100718280	286	30,36	1,0	21,25	0,0	198	99	1	1.0	0.938,1.0	1.0,1.0	-0.031
287	"ENSG00000070756.17"	"PABPC1"	chr8	-	100717772	100718280	100717772	100717888	100718230	100718280	287	33,43	0,1	30,36	0,0	198	99	1	1.0	1.0,0.956	1.0,1.0	-0.022
290	"ENSG00000131408.15"	"NR1H2"	chr19	+	50376472	50376826	50376472	50376576	50376718	50376826	290	0,1	38,17	0,0	5,2	198	99	1	1.0	0.0,0.029	0.0,0.0	0.015
291	"ENSG00000132549.20"	"VPS13B"	chr8	+	99870784	99871697	99870784	99870887	99871447	99871697	291	5,3	2,1	0,2	0,1	198	99	1	1.0	0.556,0.6	NA,0.5	0.078
294	"ENSG00000058673.17"	"ZC3H11A"	chr1	+	203801574	203803016	203801574	203801628	203802956	203803016	294	30,41	1,1	21,16	0,0	198	99	0.469633162108	1.0	0.938,0.953	1.0,1.0	-0.054
