ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
171	"ENSG00000101966.8"	"XIAP"	chrX	+	122994016	122994143	122993573	122993755	123019480	123019561	171	4,5	3,0	1,3	0,0	198	99	0.0340819381108	0.32089169051862515	0.4,1.0	1.0,1.0	-0.3
174	"ENSG00000101966.8"	"XIAP"	chrX	+	123019480	123020389	122993876	122994143	123022468	123022568	174	12,7	1,1	1,4	0,2	198	99	0.46129434495	1.0	0.857,0.778	1.0,0.5	0.068
178	"ENSG00000125676.15"	"THOC2"	chrX	-	122757494	122757560	122756955	122757134	122757637	122757822	178	1,1	19,16	4,0	6,5	165	99	0.138886562034	0.8260322622871314	0.031,0.036	0.286,0.0	-0.109
179	"ENSG00000125676.15"	"THOC2"	chrX	-	122766711	122766891	122765538	122765703	122767803	122767921	179	24,22	0,1	24,10	0,0	198	99	1	1.0	1.0,0.917	1.0,1.0	-0.041
183	"ENSG00000005893.11"	"LAMP2"	chrX	-	119572930	119573148	119565102	119565317	119575584	119575749	183	26,33	13,11	43,17	4,3	198	99	0.00404057658415	0.07694147580043102	0.5,0.6	0.843,0.739	-0.241
185	"ENSG00000177485.6"	"ZBTB33"	chrX	+	119386523	119386625	119384609	119384832	119387268	119389289	185	2,0	8,7	0,0	3,0	198	99	1	1.0	0.111,0.0	0.0,NA	0.056
187	"ENSG00000125354.18"	"SEPT6"	chrX	-	118759297	118759342	118749686	118750705	118763280	118763471	187	1,2	2,1	0,0	0,1	144	99	1	1.0	0.256,0.579	NA,0.0	0.417
189	"ENSG00000125354.18"	"SEPT6"	chrX	-	118759297	118759342	118752675	118752749	118763280	118763471	189	1,1	1,2	0,0	1,0	144	99	1	1.0	0.407,0.256	0.0,NA	0.332
215	"ENSG00000185222.7"	"WBP5"	chrX	+	102612010	102612089	102611372	102611534	102612542	102613397	215	10,10	2,0	10,12	1,0	178	99	0.723163054678	1.0	0.736,1.0	0.848,1.0	-0.056
218	"ENSG00000158301.14"	"GPRASP2"	chrX	+	101968709	101968777	101968018	101968145	101969116	101969194	218	8,10	1,0	1,1	0,0	167	99	1	1.0	0.826,1.0	1.0,1.0	-0.087
222	"ENSG00000125962.10"	"ARMCX5"	chrX	+	101855847	101855960	101854437	101854775	101856391	101856437	222	7,7	5,3	2,1	2,2	198	99	0.137017661138	0.8202576841691352	0.412,0.538	0.333,0.2	0.208
226	"ENSG00000184867.9"	"ARMCX2"	chrX	-	100913446	100913511	100913058	100913128	100914061	100914122	226	3,5	0,1	19,12	0,0	164	99	1	1.0	1.0,0.751	1.0,1.0	-0.125
227	"ENSG00000184867.9"	"ARMCX2"	chrX	-	100913446	100913555	100913058	100913128	100914061	100914122	227	3,7	0,1	13,10	0,0	198	99	1	1.0	1.0,0.778	1.0,1.0	-0.111
229	"ENSG00000184867.9"	"ARMCX2"	chrX	-	100914393	100914487	100914061	100914134	100914742	100914820	229	15,8	1,1	24,10	0,0	193	99	0.703833304814	1.0	0.885,0.804	1.0,1.0	-0.155
231	"ENSG00000184867.9"	"ARMCX2"	chrX	-	100914404	100914487	100914061	100914134	100914742	100914781	231	15,10	1,1	35,13	0,0	182	99	0.278498960226	1.0	0.891,0.845	1.0,1.0	-0.132
238	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100278458	100278605	100276956	100277051	100290601	100290672	238	21,8	2,0	1,0	0,0	198	99	1	1.0	0.84,1.0	1.0,NA	-0.08
240	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100296305	100296360	100292905	100293040	100306805	100307043	240	4,4	0,0	0,0	0,2	154	99	1	1.0	1.0,1.0	NA,0.0	1.0
241	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100297030	100297301	100296305	100296360	100306239	100306355	241	4,9	0,1	0,4	0,0	198	99	1	1.0	1.0,0.818	NA,1.0	-0.091
247	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100306239	100306722	100297030	100297301	100306805	100307072	247	4,5	0,1	0,4	0,0	198	99	1	1.0	1.0,0.714	NA,1.0	-0.143
254	"ENSG00000101811.9"	"CSTF2"	chrX	+	100085796	100085856	100083028	100083091	100086503	100086645	254	0,0	9,3	2,0	0,1	159	99	0.188859573603	0.9989006553271718	0.0,0.0	1.0,0.0	-0.5
262	"ENSG00000131171.8"	"SH3BGRL"	chrX	+	80457935	80458075	80457626	80457744	80532482	80532668	262	2,0	29,24	0,0	5,10	198	99	1	1.0	0.033,0.0	0.0,0.0	0.017
266	"ENSG00000085224.16"	"ATRX"	chrX	-	76949312	76949426	76944310	76944420	76952064	76952192	266	15,12	0,1	10,15	1,0	198	99	1	1.0	1.0,0.857	0.833,1.0	0.012
267	"ENSG00000085224.16"	"ATRX"	chrX	-	76972607	76972720	76954061	76954117	77041467	77041702	267	15,22	1,0	19,19	0,0	198	99	1	1.0	0.882,1.0	1.0,1.0	-0.059
271	"ENSG00000230590.3"	"FTX"	chrX	-	73504577	73504783	73501536	73501683	73512003	73512186	271	1,0	4,0	0,0	2,0	198	99	1	1.0	0.111,NA	0.0,NA	0.111
273	"ENSG00000230590.3"	"FTX"	chrX	-	73504577	73504783	73501536	73501683	73513186	73513374	273	0,1	1,3	0,1	3,4	198	99	1	1.0	0.0,0.143	0.0,0.111	0.016
285	"ENSG00000120509.6"	"PDZD11"	chrX	-	69509371	69509443	69509104	69509204	69509709	69509795	285	10,10	28,18	1,4	2,6	171	99	0.733192815575	1.0	0.171,0.243	0.224,0.278	-0.044
286	"ENSG00000079482.11"	"OPHN1"	chrX	-	67283695	67284019	67273486	67273652	67292993	67293141	286	7,4	0,0	5,3	1,0	198	99	1	1.0	1.0,1.0	0.714,1.0	0.143
287	"ENSG00000079482.11"	"OPHN1"	chrX	-	67414306	67414340	67413731	67413794	67417027	67417106	287	6,6	2,0	3,1	0,0	133	99	0.658519036922	1.0	0.691,1.0	1.0,1.0	-0.155
293	"ENSG00000131089.9"	"ARHGEF9"	chrX	-	62885765	62885897	62875373	62875617	62893917	62894018	293	17,12	0,0	11,6	0,1	198	99	1	1.0	1.0,1.0	1.0,0.75	0.125
298	"ENSG00000235437.3"	"RP11-357C3.3"	chrX	-	62736789	62736962	62652243	62652371	62780711	62780873	298	0,2	7,0	0,1	1,0	198	99	0.373737223359	1.0	0.0,1.0	0.0,1.0	0.0
299	"ENSG00000165591.6"	"FAAH2"	chrX	+	57358030	57358240	57337025	57337162	57367703	57367823	299	10,2	0,1	4,4	0,0	198	99	1	1.0	1.0,0.5	1.0,1.0	-0.25
300	"ENSG00000165591.6"	"FAAH2"	chrX	+	57458350	57458470	57407344	57407462	57473360	57473472	300	1,9	0,0	0,0	1,0	198	99	1	1.0	1.0,1.0	0.0,NA	1.0
304	"ENSG00000102043.11"	"MTMR8"	chrX	-	63579284	63579407	63576055	63576218	63615219	63615311	304	2,1	1,0	3,0	0,0	198	99	1	1.0	0.5,1.0	1.0,NA	-0.25
305	"ENSG00000102316.12"	"MAGED2"	chrX	+	54839550	54839593	54839377	54839457	54839920	54839983	305	189,150	0,1	69,44	0,0	142	99	1	1.0	1.0,0.991	1.0,1.0	-0.004
306	"ENSG00000158423.12"	"RIBC1"	chrX	+	53455230	53455575	53454950	53455032	53456801	53456920	306	0,1	0,0	4,0	1,0	198	99	1	1.0	NA,1.0	0.667,NA	0.333
307	"ENSG00000158423.12"	"RIBC1"	chrX	+	53456801	53456920	53454950	53455032	53457343	53457738	307	2,0	0,1	1,0	0,0	198	99	1	1.0	1.0,0.0	1.0,NA	-0.5
323	"ENSG00000068394.9"	"GPKOW"	chrX	-	48970790	48970876	48970333	48970693	48972079	48972149	323	55,62	0,2	25,13	0,0	185	99	0.368246785715	1.0	1.0,0.943	1.0,1.0	-0.028
326	"ENSG00000196998.11"	"WDR45"	chrX	-	48933849	48933934	48933524	48933604	48934088	48934183	326	1,0	16,17	1,0	4,1	184	99	1	1.0	0.033,0.0	0.119,0.0	-0.043
328	"ENSG00000196998.11"	"WDR45"	chrX	-	48935301	48935406	48934303	48934409	48935495	48935570	328	28,38	0,3	8,3	0,0	198	99	0.330929364194	1.0	1.0,0.864	1.0,1.0	-0.068
331	"ENSG00000068308.9"	"OTUD5"	chrX	-	48793461	48793629	48792226	48792291	48801450	48801544	331	2,0	17,14	1,0	6,6	198	99	1	1.0	0.056,0.0	0.077,0.0	-0.01
334	"ENSG00000126768.8"	"TIMM17B"	chrX	-	48752634	48752737	48752320	48752384	48754041	48754141	334	25,9	172,129	7,1	23,18	198	99	0.573899840539	1.0	0.068,0.034	0.132,0.027	-0.028
335	"ENSG00000126768.8"	"TIMM17B"	chrX	-	48752634	48752784	48752320	48752384	48754041	48754141	335	32,15	172,129	9,3	23,18	198	99	0.238581933566	1.0	0.085,0.055	0.164,0.077	-0.05
336	"ENSG00000126768.8"	"TIMM17B"	chrX	-	48752634	48753255	48752320	48752384	48754041	48754141	336	24,9	172,129	6,1	23,18	198	99	0.782774037951	1.0	0.065,0.034	0.115,0.027	-0.022
337	"ENSG00000126768.8"	"TIMM17B"	chrX	-	48754041	48754141	48752320	48752384	48755006	48755045	337	273,179	2,0	42,33	0,0	198	99	1	1.0	0.986,1.0	1.0,1.0	-0.007
348	"ENSG00000102317.13"	"RBM3"	chrX	+	48434202	48434471	48433948	48434055	48434701	48434807	348	4,5	210,192	1,0	13,12	198	99	1	1.0	0.009,0.013	0.037,0.0	-0.007
349	"ENSG00000102317.13"	"RBM3"	chrX	+	48434309	48434471	48433948	48434055	48434701	48434807	349	5,4	210,192	0,0	13,12	198	99	1	1.0	0.012,0.01	0.0,0.0	0.011
356	"ENSG00000065923.5"	"SLC9A7"	chrX	-	46510750	46510839	46510544	46510658	46513043	46513158	356	21,19	0,0	25,15	0,2	188	99	0.770330476966	1.0	1.0,1.0	1.0,0.798	0.101
357	"ENSG00000065923.5"	"SLC9A7"	chrX	-	46541770	46541970	46539112	46539190	46618139	46618490	357	30,26	1,0	27,15	0,0	198	99	1	1.0	0.938,1.0	1.0,1.0	-0.031
360	"ENSG00000147050.10"	"KDM6A"	chrX	+	44919853	44920009	44919301	44919401	44920568	44920664	360	4,2	2,4	9,1	2,0	198	99	0.0171296270497	0.20515869082678004	0.5,0.2	0.692,1.0	-0.496
361	"ENSG00000147050.10"	"KDM6A"	chrX	+	44921891	44921993	44920568	44920664	44922666	44923062	361	12,5	5,0	12,1	10,6	198	99	0.0171867572848	0.2053591040340527	0.545,1.0	0.375,0.077	0.546
363	"ENSG00000069509.5"	"FUNDC1"	chrX	-	44397712	44397788	44386482	44386611	44401190	44401347	363	44,20	0,1	19,11	1,0	175	99	1	1.0	1.0,0.919	0.915,1.0	0.002
365	"ENSG00000215301.5"	"DDX3X"	chrX	+	41202989	41203075	41202468	41202604	41203282	41203381	365	107,89	1,0	74,63	0,0	185	99	1	1.0	0.983,1.0	1.0,1.0	-0.008
366	"ENSG00000124486.8"	"USP9X"	chrX	+	41055503	41055612	41048561	41048728	41055844	41055991	366	67,53	0,1	97,78	0,0	198	99	1	1.0	1.0,0.964	1.0,1.0	-0.018
367	"ENSG00000124486.8"	"USP9X"	chrX	+	41069761	41069935	41064555	41064746	41073820	41073962	367	96,68	0,0	104,60	4,0	198	99	0.274446945411	1.0	1.0,1.0	0.929,1.0	0.035
368	"ENSG00000124486.8"	"USP9X"	chrX	+	41078354	41078484	41077624	41077850	41082469	41082655	368	67,51	0,0	102,79	1,0	198	99	1	1.0	1.0,1.0	0.981,1.0	0.01
372	"ENSG00000131269.11"	"ABCB7"	chrX	-	74334588	74334666	74332720	74332807	74375939	74376114	372	4,8	0,0	9,2	1,0	177	99	1	1.0	1.0,1.0	0.834,1.0	0.083
373	"ENSG00000131269.11"	"ABCB7"	chrX	-	74334588	74334669	74332720	74332807	74375939	74376107	373	11,9	0,0	4,0	1,0	180	99	1	1.0	1.0,1.0	0.688,NA	0.312
378	"ENSG00000156313.8"	"RPGR"	chrX	-	38146346	38147294	38135839	38136025	38150211	38150277	378	1,1	0,0	8,5	5,1	198	99	6.99253099079e-06	0.0007483311116230541	1.0,1.0	0.444,0.714	0.421
380	"ENSG00000156313.8"	"RPGR"	chrX	-	38158208	38158394	38156536	38156705	38160499	38160624	380	2,2	0,1	6,10	2,0	198	99	0.543207111466	1.0	1.0,0.5	0.6,1.0	-0.05
382	"ENSG00000157625.11"	"TAB3"	chrX	-	30861082	30861166	30852167	30852269	30864667	30864761	382	8,6	0,2	10,9	1,2	183	99	0.353885075794	1.0	1.0,0.619	0.844,0.709	0.033
383	"ENSG00000157625.11"	"TAB3"	chrX	-	30864049	30864188	30861104	30861166	30864667	30864761	383	1,1	5,5	0,0	4,5	198	99	0.491983023531	1.0	0.091,0.091	0.0,0.0	0.091
385	"ENSG00000063601.12"	"MTMR1"	chrX	+	149880813	149880837	149867667	149867773	149887096	149887172	385	0,1	13,17	1,0	1,1	123	99	1	1.0	0.0,0.045	0.446,0.0	-0.201
393	"ENSG00000063601.12"	"MTMR1"	chrX	+	149905066	149905252	149901013	149901202	149905713	149905920	393	23,20	0,1	4,10	0,0	198	99	1	1.0	1.0,0.909	1.0,1.0	-0.045
395	"ENSG00000063601.12"	"MTMR1"	chrX	+	149931037	149931210	149924160	149924337	149932984	149933575	395	6,6	2,0	6,2	0,0	198	99	0.56196656644	1.0	0.6,1.0	1.0,1.0	-0.2
399	"ENSG00000130741.6"	"EIF2S3"	chrX	+	24091207	24091380	24089674	24089844	24094838	24096088	399	225,151	0,1	73,76	0,0	198	99	1	1.0	1.0,0.987	1.0,1.0	-0.006
403	"ENSG00000102172.11"	"SMS"	chrX	+	21990624	21990689	21985313	21985434	21995178	21995354	403	43,42	0,4	22,9	0,0	164	99	0.096028569392	0.653464553958989	1.0,0.864	1.0,1.0	-0.068
410	"ENSG00000044446.7"	"PHKA2"	chrX	-	18917290	18917344	18915280	18915451	18918787	18918817	410	8,7	4,1	5,1	2,0	153	99	0.262795490661	1.0	0.564,0.819	0.618,1.0	-0.117
411	"ENSG00000044446.7"	"PHKA2"	chrX	-	18918787	18918817	18915280	18915451	18919602	18919721	411	5,7	0,1	5,1	0,0	129	99	1	1.0	1.0,0.843	1.0,1.0	-0.079
412	"ENSG00000044446.7"	"PHKA2"	chrX	-	18920909	18921028	18919602	18919721	18923875	18923933	412	1,0	15,6	2,0	3,3	198	99	0.829308015074	1.0	0.032,0.0	0.25,0.0	-0.109
413	"ENSG00000044446.7"	"PHKA2"	chrX	-	18920935	18921028	18919602	18919721	18923875	18923977	413	0,0	15,6	1,0	3,3	192	99	1	1.0	0.0,0.0	0.147,0.0	-0.073
414	"ENSG00000044446.7"	"PHKA2"	chrX	-	18938149	18938319	18936798	18936972	18942173	18942252	414	31,39	0,0	19,17	1,0	198	99	1	1.0	1.0,1.0	0.905,1.0	0.047
415	"ENSG00000044446.7"	"PHKA2"	chrX	-	18961827	18961926	18959646	18959793	18963195	18963276	415	30,30	0,2	22,19	0,0	198	99	0.621050728787	1.0	1.0,0.882	1.0,1.0	-0.059
416	"ENSG00000044446.7"	"PHKA2"	chrX	-	18969221	18969390	18966861	18966944	18970611	18970659	416	22,28	1,0	13,4	0,0	198	99	1	1.0	0.917,1.0	1.0,1.0	-0.041
421	"ENSG00000008086.6"	"CDKL5"	chrX	+	18582596	18582642	18528939	18528974	18593473	18593610	421	0,1	0,0	19,4	2,0	145	99	1	1.0	NA,1.0	0.866,1.0	0.067
422	"ENSG00000047230.10"	"CTPS2"	chrX	-	16608874	16608985	16606125	16607898	16627663	16627808	422	46,49	0,1	11,8	0,0	198	99	1	1.0	1.0,0.961	1.0,1.0	-0.02
423	"ENSG00000047230.10"	"CTPS2"	chrX	-	16688702	16688797	16685784	16685847	16696484	16696573	423	77,48	1,0	11,14	0,0	194	99	1	1.0	0.975,1.0	1.0,1.0	-0.012
424	"ENSG00000169239.8"	"CA5B"	chrX	+	15763753	15763833	15739619	15739715	15768093	15768288	424	0,0	0,1	1,0	0,0	179	99	1	1.0	NA,0.0	1.0,NA	-1.0
426	"ENSG00000169239.8"	"CA5B"	chrX	+	15768093	15768288	15739619	15739715	15782700	15782788	426	7,6	0,1	1,5	0,0	198	99	1	1.0	1.0,0.75	1.0,1.0	-0.125
433	"ENSG00000130150.7"	"MOSPD2"	chrX	+	14933789	14933886	14932624	14932721	14934318	14934448	433	8,4	0,0	2,2	1,0	196	99	1	1.0	1.0,1.0	0.503,1.0	0.248
437	"ENSG00000046647.9"	"GEMIN8"	chrX	-	14044170	14044340	14039582	14039630	14047895	14048011	437	7,1	6,2	3,0	1,2	198	99	0.383888223628	1.0	0.368,0.2	0.6,0.0	-0.016
438	"ENSG00000123595.5"	"RAB9A"	chrX	+	13721932	13722021	13707243	13707407	13726839	13728625	438	51,33	6,1	64,35	8,5	188	99	0.279691642273	1.0	0.817,0.946	0.808,0.787	0.084
445	"ENSG00000124343.8"	"XG"	chrX	+	2688590	2688632	2670090	2670376	2692756	2692780	445	15,10	0,1	2,4	0,0	141	99	1	1.0	1.0,0.875	1.0,1.0	-0.062
447	"ENSG00000124343.8"	"XG"	chrX	+	2700106	2700169	2692756	2692780	2707684	2707747	447	13,18	0,1	4,3	0,0	162	99	1	1.0	1.0,0.917	1.0,1.0	-0.041
449	"ENSG00000124343.8"	"XG"	chrX	+	2729376	2729493	2726225	2726261	2732404	2732589	449	6,10	0,1	5,6	0,0	198	99	1	1.0	1.0,0.833	1.0,1.0	-0.084
467	"ENSG00000205560.8"	"CPT1B"	chr22	-	51012236	51012350	51011948	51012144	51012763	51012848	467	5,3	3,1	5,0	0,0	198	99	1	1.0	0.455,0.6	1.0,NA	-0.473
472	"ENSG00000100239.11"	"PPP6R2"	chr22	+	50827414	50827540	50810500	50810579	50830295	50830444	472	2,6	2,3	2,8	1,1	198	99	0.0684298154361	0.5157680314803162	0.333,0.5	0.5,0.8	-0.234
473	"ENSG00000100239.11"	"PPP6R2"	chr22	+	50827414	50827540	50810500	50810579	50832321	50832564	473	3,5	5,3	9,6	11,5	198	99	0.928925846676	1.0	0.231,0.455	0.29,0.375	0.011
474	"ENSG00000100239.11"	"PPP6R2"	chr22	+	50830295	50830444	50810500	50810579	50832321	50832564	474	5,10	5,3	6,3	11,5	198	99	0.0595329636199	0.4709609564604577	0.333,0.625	0.214,0.231	0.256
475	"ENSG00000100239.11"	"PPP6R2"	chr22	+	50830295	50830444	50827414	50827540	50832321	50832564	475	4,10	2,2	5,4	7,0	198	99	0.931731348055	1.0	0.5,0.714	0.263,1.0	-0.024
476	"ENSG00000100239.11"	"PPP6R2"	chr22	+	50875416	50875497	50874795	50874881	50875934	50876032	476	21,18	4,0	14,11	0,0	180	99	0.0242889553363	0.25674766898432455	0.743,1.0	1.0,1.0	-0.129
478	"ENSG00000196576.10"	"PLXNB2"	chr22	-	50723273	50723342	50723001	50723094	50724228	50724272	478	3,1	34,37	0,4	27,5	168	99	0.505449803962	1.0	0.049,0.016	0.0,0.32	-0.128
479	"ENSG00000196576.10"	"PLXNB2"	chr22	-	50725539	50725693	50724601	50724716	50726095	50726222	479	37,42	0,2	27,17	0,0	198	99	0.461922001954	1.0	1.0,0.913	1.0,1.0	-0.043
480	"ENSG00000196576.10"	"PLXNB2"	chr22	-	50733147	50733207	50727945	50729026	50745981	50746017	480	10,19	2,6	4,3	1,0	159	99	0.00627825382404	0.10321976468340574	0.757,0.663	0.714,1.0	-0.147
481	"ENSG00000196576.10"	"PLXNB2"	chr22	-	50733154	50733207	50727945	50729026	50745981	50746056	481	7,11	2,6	3,8	1,0	152	99	0.00179150971651	0.043783989241797584	0.695,0.544	0.661,1.0	-0.211
487	"ENSG00000100429.13"	"HDAC10"	chr22	-	50688855	50688952	50688491	50688589	50689199	50689334	487	8,2	0,0	3,1	1,0	196	99	1	1.0	1.0,1.0	0.602,1.0	0.199
