ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
18	"ENSG00000181090.21"	"EHMT1"	chr9	+	137817438	137818138	137817438	137817525	137818059	137818138	18	4,6,9	199,155,136	0,4,9	112,118,98	298	149	0.956892004475	1.0	0.01,0.019,0.032	0.0,0.017,0.044	0.0
21	"ENSG00000197355.11"	"UAP1L1"	chr9	+	137081997	137084538	137081997	137082064	137082636	137084538	21	2,0,0	5,8,1	25,12,24	44,44,40	298	149	0.000187790116223	0.005868932535736482	0.167,0.0,0.0	0.221,0.12,0.231	-0.135
22	"ENSG00000107331.18"	"ABCA2"	chr9	-	137010192	137010737	137010192	137010371	137010619	137010737	22	7,9,5	23,24,11	14,3,14	41,59,22	298	149	0.527534026583	0.9906477093137711	0.132,0.158,0.185	0.146,0.025,0.241	0.021
23	"ENSG00000107331.18"	"ABCA2"	chr9	-	137010972	137011309	137010972	137011105	137011185	137011309	23	3,3,2	31,20,28	9,2,5	49,54,59	229	149	0.883410962329	1.0	0.059,0.089,0.044	0.107,0.024,0.052	0.003
24	"ENSG00000107331.18"	"ABCA2"	chr9	-	137011406	137011749	137011406	137011554	137011633	137011749	24	13,3,5	46,60,48	13,0,4	84,107,58	228	149	0.0574490995704	0.2672447002237867	0.156,0.032,0.064	0.092,0.0,0.043	0.039
25	"ENSG00000107331.18"	"ABCA2"	chr9	-	137021391	137022001	137021391	137021610	137021890	137022001	25	2,3,2	34,26,22	9,0,7	72,51,41	298	149	0.515046706925	0.9790902937701144	0.029,0.055,0.043	0.059,0.0,0.079	-0.004
26	"ENSG00000107331.18"	"ABCA2"	chr9	-	137022701	137023052	137022701	137022865	137022940	137023052	26	0,2,5	36,29,37	4,7,2	81,100,62	224	149	0.865079397124	1.0	0.0,0.044,0.082	0.032,0.044,0.021	0.01
27	"ENSG00000107331.18"	"ABCA2"	chr9	-	137022940	137023840	137022940	137023052	137023837	137023840	27	5,2,8	10,6,13	15,15,14	30,29,22	298	149	0.640136978455	1.0	0.2,0.143,0.235	0.2,0.205,0.241	-0.023
28	"ENSG00000148362.11"	"PAXX"	chr9	+	136992639	136992974	136992639	136992700	136992924	136992974	28	148,163,113	44,49,41	52,70,90	34,18,33	298	149	0.337856190108	0.779789696380242	0.627,0.625,0.579	0.433,0.66,0.577	0.054
29	"ENSG00000148362.11"	"PAXX"	chr9	+	136992639	136993243	136992639	136992700	136993052	136993243	29	134,149,108	0,0,1	45,52,87	1,1,0	298	149	1	1.0	1.0,1.0,0.982	0.957,0.963,1.0	0.021
30	"ENSG00000148362.11"	"PAXX"	chr9	+	136992639	136993243	136992639	136992974	136993052	136993243	30	98,93,73	63,64,66	33,41,62	46,53,47	227	149	0.0470665242384	0.23611877228675904	0.505,0.488,0.421	0.32,0.337,0.464	0.098
32	"ENSG00000159069.14"	"FBXW5"	chr9	-	136942045	136942695	136942045	136942466	136942546	136942695	32	42,50,58	207,175,200	60,43,78	265,281,199	229	149	0.744277462866	1.0	0.117,0.157,0.159	0.128,0.091,0.203	0.004
33	"ENSG00000159069.14"	"FBXW5"	chr9	-	136942546	136942943	136942546	136942695	136942768	136942943	33	49,47,43	159,141,157	35,34,44	197,146,165	222	149	0.0554228498162	0.2618748608278451	0.171,0.183,0.155	0.107,0.135,0.152	0.038
34	"ENSG00000196642.19"	"RABL6"	chr9	+	136831720	136832370	136831720	136831861	136832261	136832370	34	27,24,18	4,6,6	9,15,11	8,3,2	298	149	0.454649887863	0.9169989563087895	0.771,0.667,0.6	0.36,0.714,0.733	0.077
35	"ENSG00000196642.19"	"RABL6"	chr9	+	136831720	136832370	136831720	136831861	136832264	136832370	35	31,28,22	484,469,451	12,24,11	314,393,278	298	149	0.295339262437	0.7196485449434906	0.031,0.029,0.024	0.019,0.03,0.019	0.005
36	"ENSG00000187922.14"	"LCN10"	chr9	-	136739949	136740943	136739949	136740048	136740835	136740943	36	0,0,1	0,0,0	0,0,3	0,0,2	298	149	1	1.0	NA,NA,1.0	NA,NA,0.429	0.571
37	"ENSG00000148396.19"	"SEC16A"	chr9	-	136474048	136477684	136474048	136474486	136475197	136477684	37	242,243,213	20,25,19	188,376,206	46,86,57	298	149	2.49738585367e-09	1.725194147715236e-06	0.858,0.829,0.849	0.671,0.686,0.644	0.178
38	"ENSG00000165684.6"	"SNAPC4"	chr9	-	136391941	136392594	136391941	136392106	136392521	136392594	38	4,3,9	35,34,25	3,14,15	52,58,48	298	149	0.464431892553	0.9269851238821508	0.054,0.042,0.153	0.028,0.108,0.135	-0.007
41	"ENSG00000165533.19"	"TTC8"	chr14	+	88841036	88841514	88841036	88841196	88841424	88841514	41	6,6,8	35,48,35	1,8,2	32,22,19	298	149	0.600781065117	1.0	0.079,0.059,0.103	0.015,0.154,0.05	0.007
42	"ENSG00000165699.15"	"TSC1"	chr9	-	132897183	132897610	132897183	132897345	132897422	132897610	42	2,5,0	26,21,29	3,3,0	42,76,39	226	149	0.239802024352	0.6368905744804367	0.048,0.136,0.0	0.045,0.025,0.0	0.038
43	"ENSG00000165699.15"	"TSC1"	chr9	-	132897183	132897610	132897183	132897345	132897427	132897610	43	2,11,7	0,0,0	11,14,1	0,0,1	231	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.392	0.203
44	"ENSG00000165699.15"	"TSC1"	chr9	-	132910570	132911568	132910570	132910689	132911452	132911568	44	17,12,7	0,1,0	24,19,26	3,2,0	298	149	0.0474156023286	0.23700939282631608	1.0,0.857,1.0	0.8,0.826,1.0	0.077
45	"ENSG00000165699.15"	"TSC1"	chr9	-	132925586	132927304	132925586	132925739	132927200	132927304	45	2,5,0	55,25,32	3,1,1	75,53,49	298	149	0.292141394274	0.7148823066400255	0.018,0.091,0.0	0.02,0.009,0.01	0.023
46	"ENSG00000136878.14"	"USP20"	chr9	+	129880112	129881828	129880112	129880289	129880466	129881828	46	23,22,7	18,14,10	32,35,21	22,24,13	298	149	0.456203704372	0.9175878682558684	0.39,0.44,0.259	0.421,0.422,0.447	-0.067
47	"ENSG00000184634.17"	"MED12"	chrX	+	71123593	71124388	71123593	71123720	71124158	71124388	47	2,0,3	61,44,63	5,0,0	57,67,41	298	149	0.94906110682	1.0	0.016,0.0,0.023	0.042,0.0,0.0	-0.001
48	"ENSG00000184634.17"	"MED12"	chrX	+	71123593	71124388	71123593	71123720	71124278	71124388	48	54,47,39	4,2,0	40,73,32	0,0,0	298	149	0.0403639049102	0.2139937491325108	0.871,0.922,1.0	1.0,1.0,1.0	-0.069
49	"ENSG00000184634.17"	"MED12"	chrX	+	71127335	71128120	71127335	71127467	71127847	71128120	49	12,2,6	1,0,0	6,9,11	0,0,0	298	149	1	1.0	0.857,1.0,1.0	1.0,1.0,1.0	-0.048
50	"ENSG00000184634.17"	"MED12"	chrX	+	71127335	71128120	71127335	71127467	71127892	71128120	50	13,5,9	35,28,44	11,8,10	25,67,37	298	149	0.802660353812	1.0	0.157,0.082,0.093	0.18,0.056,0.119	-0.008
51	"ENSG00000184634.17"	"MED12"	chrX	+	71128295	71129215	71128295	71128440	71128597	71129215	51	0,0,1	66,64,59	2,1,1	72,166,57	298	149	1	1.0	0.0,0.0,0.008	0.014,0.003,0.009	-0.006
52	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71129215	71128597	71128718	71129113	71129215	52	5,5,7	60,42,57	1,6,5	88,67,63	298	149	0.0889896770357	0.3496316714955175	0.04,0.056,0.058	0.006,0.043,0.038	0.022
53	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71129215	71128597	71128853	71129113	71129215	53	2,8,7	0,0,2	1,2,4	0,0,0	298	149	1	1.0	1.0,1.0,0.636	1.0,1.0,1.0	-0.121
54	"ENSG00000184634.17"	"MED12"	chrX	+	71129113	71129429	71129113	71129215	71129315	71129429	54	4,2,0	48,41,40	2,0,2	56,58,42	249	149	0.575996296047	1.0	0.047,0.028,0.0	0.021,0.0,0.028	0.009
56	"ENSG00000184634.17"	"MED12"	chrX	+	71129679	71130214	71129679	71129855	71130034	71130214	56	6,1,1	48,33,35	2,2,2	50,88,56	298	149	0.182722038441	0.5398818826135278	0.059,0.015,0.014	0.02,0.011,0.018	0.013
57	"ENSG00000184634.17"	"MED12"	chrX	+	71132072	71132538	71132072	71132206	71132376	71132538	57	6,2,3	58,58,53	5,6,0	44,83,44	298	149	0.953211319251	1.0	0.049,0.017,0.028	0.054,0.035,0.0	0.002
58	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137383	71137557	71137635	58	11,2,5	11,15,18	6,2,5	24,37,18	298	149	0.0606637200602	0.27570064353675106	0.333,0.062,0.122	0.111,0.026,0.122	0.086
59	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137392	71137557	71137635	59	6,0,0	45,34,37	5,2,3	16,41,37	298	149	0.130591125383	0.4371585200088635	0.062,0.0,0.0	0.135,0.024,0.039	-0.045
60	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137383	71137560	71137635	60	17,3,9	1,2,0	7,6,6	1,0,0	298	149	0.481551822272	0.9463897548378309	0.895,0.429,1.0	0.778,1.0,1.0	-0.151
61	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137392	71137560	71137635	61	12,1,4	4,2,1	6,6,4	0,2,1	298	149	0.0480505511711	0.23914496216855824	0.6,0.2,0.667	1.0,0.6,0.667	-0.267
62	"ENSG00000184634.17"	"MED12"	chrX	+	71137725	71137943	71137725	71137780	71137855	71137943	62	87,80,72	2,3,3	64,85,58	3,6,6	224	149	0.0538550705023	0.25621957784427574	0.967,0.947,0.941	0.934,0.904,0.865	0.051
63	"ENSG00000184634.17"	"MED12"	chrX	+	71141229	71141964	71141229	71141370	71141882	71141964	63	0,3,0	60,54,41	3,4,1	49,44,55	298	149	0.351252086303	0.7981741487437908	0.0,0.027,0.0	0.03,0.043,0.009	-0.018
64	"ENSG00000184634.17"	"MED12"	chrX	+	71141229	71141964	71141229	71141414	71141882	71141964	64	0,3,0	1,0,0	1,2,1	0,0,0	298	149	1	1.0	0.0,1.0,NA	1.0,1.0,1.0	-0.5
65	"ENSG00000110172.12"	"CHORDC1"	chr11	-	90210535	90214175	90210535	90210594	90214017	90214175	65	23,11,15	0,0,0	26,50,17	0,9,0	298	149	0.000200972705195	0.006010040898212381	1.0,1.0,1.0	1.0,0.735,1.0	0.088
66	"ENSG00000197694.19"	"SPTAN1"	chr9	+	128598962	128600115	128598962	128598986	128600079	128600115	66	17,20,9	239,206,181	24,25,13	238,296,212	298	149	0.538072814108	1.0	0.034,0.046,0.024	0.048,0.041,0.03	-0.005
67	"ENSG00000106976.22"	"DNM1"	chr9	+	128247923	128248753	128247923	128247935	128248582	128248753	67	5,3,4	84,63,80	4,17,11	84,300,100	298	149	0.304300847225	0.7321763215917465	0.029,0.023,0.024	0.023,0.028,0.052	-0.009
68	"ENSG00000148337.22"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128178988	128179415	68	407,377,328	15,5,6	180,218,199	2,7,5	233	149	0.922745845886	1.0	0.946,0.98,0.972	0.983,0.952,0.962	0.0
69	"ENSG00000148337.22"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128179072	128179415	69	489,439,386	110,65,73	203,280,237	82,43,82	298	149	0.0493648490802	0.24392873923177513	0.69,0.772,0.726	0.553,0.765,0.591	0.093
70	"ENSG00000148337.22"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128179243	128179415	70	596,599,488	0,0,1	365,390,332	0,0,0	298	149	1	1.0	1.0,1.0,0.996	1.0,1.0,1.0	-0.001
72	"ENSG00000148334.16"	"PTGES2"	chr9	-	128122361	128123134	128122361	128122479	128122933	128123134	72	61,46,44	215,251,140	35,48,38	158,184,204	298	149	0.419676500629	0.8787833345788401	0.124,0.084,0.136	0.1,0.115,0.085	0.015
73	"ENSG00000148334.16"	"PTGES2"	chr9	-	128122361	128123134	128122361	128122646	128122933	128123134	73	54,32,39	3,5,2	18,52,27	0,0,2	298	149	0.00151285811697	0.024648169509501792	0.9,0.762,0.907	1.0,1.0,0.871	-0.101
74	"ENSG00000148334.16"	"PTGES2"	chr9	-	128124491	128125441	128124491	128124550	128125243	128125441	74	1,3,9	200,221,129	1,2,4	165,176,157	298	149	0.83121928096	1.0	0.002,0.007,0.034	0.003,0.006,0.013	0.007
75	"ENSG00000148334.16"	"PTGES2"	chr9	-	128125243	128125441	128125243	128125283	128125375	128125441	75	342,309,231	0,0,1	258,262,263	0,0,0	241	149	1	1.0	1.0,1.0,0.993	1.0,1.0,1.0	-0.002
77	"ENSG00000148356.15"	"LRSAM1"	chr9	+	127451514	127452084	127451514	127451669	127451928	127452084	77	45,22,35	43,26,34	26,43,28	25,18,42	298	149	0.579016178807	1.0	0.344,0.297,0.34	0.342,0.544,0.25	-0.052
78	"ENSG00000148356.15"	"LRSAM1"	chr9	+	127460876	127461257	127460876	127460998	127461172	127461257	78	4,1,3	1,0,0	0,0,1	0,0,3	298	149	1	1.0	0.667,1.0,1.0	NA,NA,0.143	0.746
79	"ENSG00000148356.15"	"LRSAM1"	chr9	+	127487494	127487763	127487494	127487553	127487675	127487763	79	3,8,1	0,2,1	6,14,2	0,2,2	271	149	0.472650215184	0.9340752214901081	1.0,0.687,0.355	1.0,0.794,0.355	-0.036
81	"ENSG00000044574.9"	"HSPA5"	chr9	-	125238140	125238827	125238140	125238308	125238589	125238827	81	95,74,86	2391,2112,2026	126,196,114	2999,3847,2722	298	149	0.208367642157	0.5834631828214657	0.019,0.017,0.021	0.021,0.025,0.021	-0.003
82	"ENSG00000044574.9"	"HSPA5"	chr9	-	125238140	125239331	125238140	125238827	125238940	125239331	82	95,105,122	2313,2279,1837	176,274,141	2977,3716,2863	262	149	0.0826550689802	0.33472844923120887	0.023,0.026,0.036	0.033,0.04,0.027	-0.005
83	"ENSG00000044574.9"	"HSPA5"	chr9	-	125238589	125239331	125238589	125238713	125238940	125239331	83	2218,1980,1881	0,1,1	2946,4171,2413	0,0,0	298	149	1	1.0	1.0,0.999,0.999	1.0,1.0,1.0	-0.001
84	"ENSG00000044574.9"	"HSPA5"	chr9	-	125238940	125239533	125238940	125239331	125239420	125239533	84	13,25,16	2436,2390,2061	15,34,34	3152,4021,2751	238	149	1	1.0	0.003,0.007,0.005	0.003,0.005,0.008	-0.0
85	"ENSG00000044574.9"	"HSPA5"	chr9	-	125239420	125240309	125239420	125239533	125240171	125240309	85	247,251,235	2375,2186,2131	348,643,324	3144,4805,2846	298	149	0.362118951256	0.8111276638380182	0.049,0.054,0.052	0.052,0.063,0.054	-0.005
86	"ENSG00000044574.9"	"HSPA5"	chr9	-	125239420	125240907	125239420	125239533	125240675	125240907	86	210,220,217	1,0,0	269,527,289	0,0,0	298	149	1	1.0	0.991,1.0,1.0	1.0,1.0,1.0	-0.003
87	"ENSG00000044574.9"	"HSPA5"	chr9	-	125239420	125240907	125239420	125240309	125240675	125240907	87	43,47,76	2453,2270,2184	84,161,99	3186,5040,2976	298	149	0.0535051371299	0.25543433814329597	0.009,0.01,0.017	0.013,0.016,0.016	-0.003
91	"ENSG00000117335.21"	"CD46"	chr1	+	207759638	207761446	207759638	207759724	207761248	207761446	91	5,11,6	150,155,152	7,12,12	207,222,198	298	149	0.832018858753	1.0	0.016,0.034,0.019	0.017,0.026,0.029	-0.001
92	"ENSG00000117335.21"	"CD46"	chr1	+	207767012	207767823	207767012	207767195	207767778	207767823	92	36,34,34	173,158,160	26,95,40	218,361,236	298	149	0.574356807274	1.0	0.094,0.097,0.096	0.056,0.116,0.078	0.012
93	"ENSG00000117335.21"	"CD46"	chr1	+	207767012	207770362	207767012	207767195	207770320	207770362	93	41,35,33	56,28,34	41,102,47	54,80,49	298	149	0.686905689167	1.0	0.268,0.385,0.327	0.275,0.389,0.324	-0.003
94	"ENSG00000117335.21"	"CD46"	chr1	+	207767012	207770362	207767012	207767823	207770320	207770362	94	58,31,34	192,164,155	38,107,55	217,295,222	298	149	0.449056006427	0.9121078701391323	0.131,0.086,0.099	0.081,0.154,0.11	-0.01
95	"ENSG00000117335.21"	"CD46"	chr1	+	207767012	207770362	207767012	207768772	207770320	207770362	95	53,54,29	0,0,0	67,102,72	0,5,0	298	149	0.540122512709	1.0	1.0,1.0,1.0	1.0,0.911,1.0	0.03
96	"ENSG00000117335.21"	"CD46"	chr1	+	207783291	207785106	207783291	207783330	207785070	207785106	96	7,4,4	241,205,194	6,32,13	263,334,246	298	149	0.000459994418899	0.010521991542232755	0.014,0.01,0.01	0.011,0.046,0.026	-0.016
97	"ENSG00000152332.16"	"UHMK1"	chr1	+	162499954	162501104	162499954	162500247	162500912	162501104	97	5,4,0	66,61,68	4,8,3	79,159,102	298	149	0.919160614564	1.0	0.036,0.032,0.0	0.025,0.025,0.014	0.001
98	"ENSG00000106804.10"	"C5"	chr9	-	120953729	120957368	120953729	120953868	120957284	120957368	98	4,1,3	12,12,8	2,10,2	2,10,8	298	149	0.0622102869779	0.27973477435528643	0.143,0.04,0.158	0.333,0.333,0.111	-0.145
102	"ENSG00000134905.17"	"CARS2"	chr13	-	110642314	110644182	110642314	110642521	110644064	110644182	102	12,18,10	14,11,7	6,17,14	7,5,8	298	149	0.421930878694	0.8820196802649863	0.3,0.45,0.417	0.3,0.63,0.467	-0.077
103	"ENSG00000134905.17"	"CARS2"	chr13	-	110645966	110647239	110645966	110646090	110647100	110647239	103	49,23,41	123,166,135	6,20,21	144,111,177	298	149	7.67115596978e-06	0.000675697651535124	0.166,0.065,0.132	0.02,0.083,0.056	0.068
105	"ENSG00000006712.15"	"PAF1"	chr19	-	39389479	39389761	39389479	39389546	39389639	39389761	105	2,1,7	199,170,142	3,6,2	150,125,130	242	149	0.634509869722	1.0	0.006,0.004,0.029	0.012,0.029,0.009	-0.004
106	"ENSG00000006712.15"	"PAF1"	chr19	-	39390068	39390289	39390068	39390161	39390259	39390289	106	6,4,3	223,245,204	2,0,2	155,159,131	247	149	1	1.0	0.016,0.01,0.009	0.008,0.0,0.009	0.006
107	"ENSG00000147535.17"	"PLPP5"	chr8	-	38267896	38268990	38267896	38267960	38268881	38268990	107	102,117,117	5,1,0	39,50,70	2,0,9	298	149	0.0107985211614	0.09347892754755788	0.911,0.983,1.0	0.907,1.0,0.795	0.064
108	"ENSG00000072195.15"	"SPEG"	chr2	+	219464432	219466861	219464432	219464608	219466056	219466861	108	0,1,0	1,0,0	2,0,3	19,10,29	298	149	1	1.0	0.0,1.0,NA	0.05,0.0,0.049	0.467
109	"ENSG00000070214.17"	"SLC44A1"	chr9	+	105389032	105397346	105389032	105389108	105389186	105397346	109	9,17,6	0,0,0	47,81,53	1,0,0	227	149	1	1.0	1.0,1.0,1.0	0.969,1.0,1.0	0.01
110	"ENSG00000174177.13"	"CTU2"	chr16	+	88714382	88714737	88714382	88714486	88714586	88714737	110	4,21,3	132,147,87	4,0,6	74,91,72	249	149	0.0509393045763	0.2484261077386449	0.018,0.079,0.02	0.031,0.0,0.047	0.013
111	"ENSG00000119509.13"	"INVS"	chr9	+	100292325	100293043	100292325	100292436	100292946	100293043	111	15,38,22	2,3,2	25,34,32	0,0,2	298	149	0.00335932324816	0.041812981978899606	0.789,0.864,0.846	1.0,1.0,0.889	-0.13
112	"ENSG00000168291.13"	"PDHB"	chr3	-	58429707	58430238	58429707	58429799	58430127	58430238	112	30,21,14	290,361,293	16,15,19	244,237,307	298	149	0.676290435885	1.0	0.049,0.028,0.023	0.032,0.031,0.03	0.002
113	"ENSG00000168291.13"	"PDHB"	chr3	-	58429707	58430238	58429707	58429941	58430127	58430238	113	9,5,5	0,0,4	4,5,3	1,1,3	298	149	0.141776420051	0.45969708649066415	1.0,1.0,0.385	0.667,0.714,0.333	0.224
114	"ENSG00000168291.13"	"PDHB"	chr3	-	58430656	58430942	58430656	58430788	58430842	58430942	114	456,462,371	0,2,1	345,387,335	0,0,0	203	149	1	1.0	1.0,0.994,0.996	1.0,1.0,1.0	-0.003
115	"ENSG00000168291.13"	"PDHB"	chr3	-	58431730	58431984	58431730	58431793	58431876	58431984	115	9,6,15	269,305,226	11,8,8	184,135,251	232	149	0.46830050918	0.930375926212774	0.021,0.012,0.041	0.037,0.037,0.02	-0.007
116	"ENSG00000168291.13"	"PDHB"	chr3	-	58431876	58433684	58431876	58431984	58433630	58433684	116	12,2,3	219,274,201	3,7,3	151,178,211	298	149	0.914175886423	1.0	0.027,0.004,0.007	0.01,0.019,0.007	0.001
117	"ENSG00000197816.16"	"CCDC180"	chr9	+	97307735	97308132	97307735	97307806	97307982	97308132	117	1,1,4	4,7,2	4,1,1	6,11,1	298	149	0.790956714012	1.0	0.111,0.067,0.5	0.25,0.043,0.333	0.017
118	"ENSG00000197816.16"	"CCDC180"	chr9	+	97370640	97374648	97370640	97370778	97374542	97374648	118	2,1,0	1,2,0	0,2,2	0,0,1	298	149	1	1.0	0.5,0.2,NA	NA,1.0,0.5	-0.4
119	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036448	82036190	82036308	82036383	82036448	119	35,21,12	259,266,272	21,43,26	384,390,318	224	149	0.917948626503	1.0	0.082,0.05,0.029	0.035,0.068,0.052	0.002
120	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036448	82036190	82036322	82036383	82036448	120	28,20,10	4,0,0	15,40,24	0,0,0	210	149	0.38009125736	0.8328599585991894	0.832,1.0,1.0	1.0,1.0,1.0	-0.056
121	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036643	82036190	82036308	82036543	82036643	121	49,37,26	3,1,5	58,54,55	12,0,1	298	149	0.681311425645	1.0	0.891,0.949,0.722	0.707,1.0,0.965	-0.037
122	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036643	82036190	82036448	82036543	82036643	122	43,44,31	185,200,210	50,60,50	282,273,244	244	149	0.92351502867	1.0	0.124,0.118,0.083	0.098,0.118,0.111	-0.001
123	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036763	82036190	82036308	82036720	82036763	123	42,34,35	1,0,0	48,60,62	0,0,0	298	149	1	1.0	0.955,1.0,1.0	1.0,1.0,1.0	-0.015
124	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036763	82036190	82036448	82036720	82036763	124	41,49,45	0,0,0	51,75,65	0,1,2	298	149	0.507449507659	0.9692821501626728	1.0,1.0,1.0	1.0,0.974,0.942	0.028
125	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036763	82036190	82036643	82036720	82036763	125	23,31,34	256,251,236	46,56,59	337,264,241	226	149	0.00224729405608	0.03200190627610189	0.056,0.075,0.087	0.083,0.123,0.139	-0.042
126	"ENSG00000169738.8"	"DCXR"	chr17	-	82036720	82037013	82036720	82036763	82036858	82037013	126	7,4,3	302,282,296	3,4,4	371,339,308	244	149	1	1.0	0.014,0.009,0.006	0.005,0.007,0.008	0.003
127	"ENSG00000169738.8"	"DCXR"	chr17	-	82036858	82037547	82036858	82037013	82037449	82037547	127	26,42,36	190,204,156	67,78,63	234,229,278	298	149	0.00835894923211	0.07799766983955839	0.064,0.093,0.103	0.125,0.146,0.102	-0.038
128	"ENSG00000105875.15"	"WDR91"	chr7	-	135186971	135188545	135186971	135187169	135188432	135188545	128	6,6,8	6,15,16	9,10,29	17,9,19	298	149	0.0909160867525	0.354412571179785	0.333,0.167,0.2	0.209,0.357,0.433	-0.1
129	"ENSG00000105875.15"	"WDR91"	chr7	-	135186971	135189452	135186971	135187169	135189343	135189452	129	2,6,3	1,2,0	7,11,23	4,4,1	298	149	0.247971912303	0.6488575693805444	0.5,0.6,1.0	0.467,0.579,0.92	0.045
130	"ENSG00000105875.15"	"WDR91"	chr7	-	135186971	135189452	135186971	135188545	135189343	135189452	130	1,1,5	11,12,22	0,2,5	22,18,22	298	149	0.704175497127	1.0	0.043,0.04,0.102	0.0,0.053,0.102	0.01
132	"ENSG00000105875.15"	"WDR91"	chr7	-	135204267	135206058	135204267	135204433	135205927	135206058	132	6,2,1	18,25,18	8,7,4	23,25,28	298	149	0.130061212842	0.4371585200088635	0.143,0.038,0.027	0.148,0.123,0.067	-0.043
133	"ENSG00000105875.15"	"WDR91"	chr7	-	135204267	135206058	135204267	135204465	135205927	135206058	133	5,2,1	0,0,0	6,7,5	2,0,0	298	149	1	1.0	1.0,1.0,1.0	0.6,1.0,1.0	0.133
135	"ENSG00000185963.14"	"BICD2"	chr9	-	92711362	92715463	92711362	92713461	92715252	92715463	135	31,42,40	79,48,75	66,70,43	101,141,123	298	149	0.497639501903	0.9580832832496635	0.164,0.304,0.211	0.246,0.199,0.149	0.028
