ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
49	"ENSG00000184634.17"	"MED12"	chrX	+	71123593	71124388	71123593	71123720	71124158	71124388	49	0,0	63,69	3,7	65,31	298	149	0.00195044801973	0.01685293829983123	0.0,0.0	0.023,0.101	-0.062
50	"ENSG00000184634.17"	"MED12"	chrX	+	71123593	71124388	71123593	71123720	71124278	71124388	50	54,73	0,0	59,42	0,2	298	149	0.571106375565	0.9300225014182032	1.0,1.0	1.0,0.913	0.043
52	"ENSG00000184634.17"	"MED12"	chrX	+	71127335	71128120	71127335	71127467	71127892	71128120	52	3,4	44,57	9,4	26,54	298	149	0.0696528996461	0.24230280112241195	0.033,0.034	0.148,0.036	-0.058
53	"ENSG00000184634.17"	"MED12"	chrX	+	71128295	71129215	71128295	71128440	71128597	71129215	53	0,0	29,34	5,1	31,20	298	149	0.0248101244074	0.1133492569183589	0.0,0.0	0.075,0.024	-0.05
54	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71129215	71128597	71128718	71129113	71129215	54	3,5	23,36	5,3	38,18	298	149	0.936526090142	1.0	0.061,0.065	0.062,0.077	-0.007
56	"ENSG00000184634.17"	"MED12"	chrX	+	71129113	71129429	71129113	71129215	71129315	71129429	56	1,0	46,31	2,1	32,28	249	149	0.429465546326	0.8034292754095662	0.013,0.0	0.036,0.021	-0.022
58	"ENSG00000184634.17"	"MED12"	chrX	+	71129679	71130214	71129679	71129855	71130034	71130214	58	6,4	84,42	1,2	94,63	298	149	0.019089638192	0.09352307229888857	0.034,0.045	0.005,0.016	0.029
59	"ENSG00000184634.17"	"MED12"	chrX	+	71132072	71132538	71132072	71132206	71132376	71132538	59	4,12	36,40	1,2	31,20	298	149	0.00683283106364	0.04311324014451142	0.053,0.13	0.016,0.048	0.059
60	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137383	71137557	71137635	60	9,1	23,17	0,9	10,18	298	149	0.817133453723	1.0	0.164,0.029	0.0,0.2	-0.004
61	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137392	71137557	71137635	61	3,1	26,16	0,9	15,5	298	149	0.109608445828	0.33034701655840176	0.055,0.03	0.0,0.474	-0.195
62	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137383	71137560	71137635	62	11,2	0,0	1,9	2,0	298	149	0.180235898857	0.4642561325026248	1.0,1.0	0.2,1.0	0.4
63	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137635	71137186	71137392	71137560	71137635	63	5,2	1,1	1,9	2,2	298	149	0.357287582569	0.7186093908821202	0.714,0.5	0.2,0.692	0.161
64	"ENSG00000184634.17"	"MED12"	chrX	+	71137725	71137943	71137725	71137780	71137855	71137943	64	54,46	3,2	51,34	4,3	224	149	0.368603754337	0.7318348903627148	0.923,0.939	0.895,0.883	0.042
65	"ENSG00000184634.17"	"MED12"	chrX	+	71141229	71141964	71141229	71141370	71141882	71141964	65	1,1	30,21	2,0	20,24	298	149	0.653432869669	0.993738648334182	0.016,0.023	0.048,0.0	-0.005
67	"ENSG00000197694.19"	"SPTAN1"	chr9	+	128598962	128600115	128598962	128598986	128600079	128600115	67	37,35	744,535	92,59	872,678	298	149	0.00203879911901	0.017357276323238323	0.024,0.032	0.05,0.042	-0.018
68	"ENSG00000106976.22"	"DNM1"	chr9	+	128247923	128248753	128247923	128247935	128248582	128248753	68	7,7	211,202	4,1	264,164	298	149	0.289283036928	0.6295631652607381	0.016,0.017	0.008,0.003	0.011
69	"ENSG00000148337.22"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128178988	128179415	69	793,706	7,8	433,245	7,4	233	149	0.35278311984	0.7134711259176059	0.986,0.983	0.975,0.975	0.009
70	"ENSG00000148337.22"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128179072	128179415	70	944,865	121,119	483,312	85,34	298	149	0.613643856241	0.9647898092911192	0.796,0.784	0.74,0.821	0.01
71	"ENSG00000148337.22"	"CIZ1"	chr9	-	128178708	128179415	128178708	128178904	128179243	128179415	71	1103,1020	0,0	598,394	1,0	298	149	1	1.0	1.0,1.0	0.997,1.0	0.002
72	"ENSG00000148346.12"	"LCN2"	chr9	+	128153099	128153453	128153099	128153126	128153310	128153453	72	0,0	1,0	1,0	0,0	298	149	1	1.0	0.0,NA	1.0,NA	-1.0
73	"ENSG00000148334.16"	"PTGES2"	chr9	-	128122361	128123134	128122361	128122479	128122933	128123134	73	36,36	340,330	36,36	316,198	298	149	0.183560771862	0.47020526627039605	0.05,0.052	0.054,0.083	-0.018
74	"ENSG00000148334.16"	"PTGES2"	chr9	-	128122361	128123134	128122361	128122646	128122933	128123134	74	36,28	0,0	35,36	2,3	298	149	0.00444130272265	0.03094656972341981	1.0,1.0	0.897,0.857	0.123
75	"ENSG00000148334.16"	"PTGES2"	chr9	-	128124491	128125441	128124491	128124550	128125243	128125441	75	6,2	289,275	4,4	198,146	298	149	1	1.0	0.01,0.004	0.01,0.014	-0.005
76	"ENSG00000148334.16"	"PTGES2"	chr9	-	128125243	128125441	128125243	128125283	128125375	128125441	76	409,479	8,0	342,270	4,4	241	149	0.534623231199	0.8963893830323046	0.969,1.0	0.981,0.977	0.005
78	"ENSG00000148356.15"	"LRSAM1"	chr9	+	127451514	127452084	127451514	127451669	127451928	127452084	78	35,32	19,37	35,26	50,63	298	149	0.0113651208429	0.06326401802534158	0.479,0.302	0.259,0.171	0.175
82	"ENSG00000044574.9"	"HSPA5"	chr9	-	125238140	125238827	125238140	125238308	125238589	125238827	82	119,112	4452,4012	283,266	12566,9358	298	149	0.612172065665	0.9642363184762	0.013,0.014	0.011,0.014	0.001
83	"ENSG00000044574.9"	"HSPA5"	chr9	-	125238140	125239331	125238140	125238827	125238940	125239331	83	90,89	3358,2921	228,171	8893,6681	262	149	0.481878555639	0.8544181536559808	0.015,0.017	0.014,0.014	0.002
85	"ENSG00000044574.9"	"HSPA5"	chr9	-	125238940	125239533	125238940	125239331	125239420	125239533	85	11,7	3077,3173	20,14	8530,6127	238	149	1	1.0	0.002,0.001	0.001,0.001	0.001
86	"ENSG00000044574.9"	"HSPA5"	chr9	-	125239420	125240309	125239420	125239533	125240171	125240309	86	169,173	4540,4418	455,342	12561,9187	298	149	0.799198315851	1.0	0.018,0.019	0.018,0.018	0.001
87	"ENSG00000044574.9"	"HSPA5"	chr9	-	125239420	125240907	125239420	125239533	125240675	125240907	87	142,156	1,1	441,312	1,1	298	149	1	1.0	0.986,0.987	0.995,0.994	-0.008
88	"ENSG00000044574.9"	"HSPA5"	chr9	-	125239420	125240907	125239420	125240309	125240675	125240907	88	57,51	3792,3941	193,162	10019,7729	298	149	1	1.0	0.007,0.006	0.01,0.01	-0.003
92	"ENSG00000152332.16"	"UHMK1"	chr1	+	162499954	162501104	162499954	162500247	162500912	162501104	92	12,9	308,262	10,10	177,177	298	149	0.234585853407	0.5535556805769121	0.019,0.017	0.027,0.027	-0.009
93	"ENSG00000106804.10"	"C5"	chr9	-	120953729	120957368	120953729	120953868	120957284	120957368	93	0,1	9,6	4,0	23,13	298	149	1	1.0	0.0,0.077	0.08,0.0	-0.002
97	"ENSG00000134905.17"	"CARS2"	chr13	-	110642314	110644182	110642314	110642521	110644064	110644182	97	46,28	9,12	56,54	35,16	298	149	0.268908780956	0.6028103585999781	0.719,0.538	0.444,0.628	0.093
98	"ENSG00000134905.17"	"CARS2"	chr13	-	110645966	110647239	110645966	110646090	110647100	110647239	98	45,36	121,110	54,41	171,154	298	149	0.37720437173	0.7441176293494866	0.157,0.141	0.136,0.117	0.022
100	"ENSG00000006712.15"	"PAF1"	chr19	-	39389479	39389761	39389479	39389546	39389639	39389761	100	5,4	277,249	6,6	291,230	242	149	0.669014186186	1.0	0.011,0.01	0.013,0.016	-0.004
101	"ENSG00000006712.15"	"PAF1"	chr19	-	39390068	39390289	39390068	39390161	39390259	39390289	101	11,8	332,310	9,8	368,313	247	149	0.637243717841	0.9826708341490403	0.02,0.015	0.015,0.015	0.003
102	"ENSG00000070214.17"	"SLC44A1"	chr9	+	105389032	105397346	105389032	105389108	105389186	105397346	102	495,532	0,5	1366,1152	2,7	227	149	1	1.0	1.0,0.986	0.998,0.991	-0.001
103	"ENSG00000174177.13"	"CTU2"	chr16	+	88714382	88714737	88714382	88714486	88714586	88714737	103	23,12	176,152	6,5	129,66	249	149	0.0454238619241	0.17629026189202385	0.073,0.045	0.027,0.043	0.024
104	"ENSG00000119509.13"	"INVS"	chr9	+	100292325	100293043	100292325	100292436	100292946	100293043	104	55,46	12,17	59,45	16,9	298	149	0.570584097527	0.9298882923685003	0.696,0.575	0.648,0.714	-0.046
105	"ENSG00000168291.13"	"PDHB"	chr3	-	58429707	58430238	58429707	58429799	58430127	58430238	105	19,18	868,690	36,25	1038,691	298	149	0.0830776756311	0.27366580793362977	0.011,0.013	0.017,0.018	-0.006
106	"ENSG00000168291.13"	"PDHB"	chr3	-	58429707	58430238	58429707	58429941	58430127	58430238	106	8,4	0,0	17,16	1,4	298	149	0.000740860094381	0.008130734716690059	1.0,1.0	0.895,0.667	0.219
108	"ENSG00000168291.13"	"PDHB"	chr3	-	58431730	58431984	58431730	58431793	58431876	58431984	108	17,18	927,775	32,21	905,676	232	149	0.042038161313	0.16733666179492326	0.012,0.015	0.022,0.02	-0.007
109	"ENSG00000168291.13"	"PDHB"	chr3	-	58431876	58433684	58431876	58431984	58433630	58433684	109	24,15	1265,1127	13,17	1301,1075	298	149	1	1.0	0.009,0.007	0.005,0.008	0.001
111	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036448	82036190	82036308	82036383	82036448	111	39,49	523,494	56,32	876,657	224	149	0.0267971284269	0.11987099239000278	0.047,0.062	0.041,0.031	0.018
112	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036448	82036190	82036322	82036383	82036448	112	41,45	5,0	46,34	4,1	210	149	0.724295247299	1.0	0.853,1.0	0.891,0.96	0.001
113	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036643	82036190	82036308	82036543	82036643	113	130,97	14,20	93,91	14,4	298	149	0.185913981634	0.47394508389745377	0.823,0.708	0.769,0.919	-0.079
114	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036643	82036190	82036448	82036543	82036643	114	130,110	447,389	97,101	741,536	244	149	3.07526970976e-05	0.0006034999625339752	0.151,0.147	0.074,0.103	0.06
115	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036763	82036190	82036308	82036720	82036763	115	106,101	0,0	125,81	6,0	298	149	0.0270730238701	0.12087165605757372	1.0,1.0	0.912,1.0	0.044
116	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036763	82036190	82036448	82036720	82036763	116	126,133	2,3	143,111	2,2	298	149	0.707356573472	1.0	0.969,0.957	0.973,0.965	-0.006
117	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036763	82036190	82036643	82036720	82036763	117	119,99	602,515	102,79	952,754	226	149	3.40536356604e-05	0.0006535099639027592	0.115,0.112	0.066,0.065	0.048
118	"ENSG00000169738.8"	"DCXR"	chr17	-	82036720	82037013	82036720	82036763	82036858	82037013	118	12,7	830,761	32,21	1342,1013	244	149	0.147543772306	0.4033792153521377	0.009,0.006	0.014,0.013	-0.006
119	"ENSG00000169738.8"	"DCXR"	chr17	-	82036858	82037547	82036858	82037013	82037449	82037547	119	200,177	903,754	184,108	1639,1288	298	149	1.35169542226e-10	1.6474084383228456e-08	0.1,0.105	0.053,0.04	0.056
120	"ENSG00000105875.15"	"WDR91"	chr7	-	135186971	135188545	135186971	135187169	135188432	135188545	120	9,6	58,44	23,15	89,85	298	149	0.180356382953	0.4643942892418425	0.072,0.064	0.114,0.081	-0.029
121	"ENSG00000105875.15"	"WDR91"	chr7	-	135186971	135189452	135186971	135187169	135189343	135189452	121	9,2	0,1	19,7	2,4	298	149	0.00971422249592	0.056143680265520995	1.0,0.5	0.826,0.467	0.104
122	"ENSG00000105875.15"	"WDR91"	chr7	-	135186971	135189452	135186971	135188545	135189343	135189452	122	2,3	59,59	20,3	90,66	298	149	0.00290527083312	0.02275413357123409	0.017,0.025	0.1,0.022	-0.04
124	"ENSG00000105875.15"	"WDR91"	chr7	-	135204267	135206058	135204267	135204433	135205927	135206058	124	8,5	38,55	8,30	69,77	298	149	0.0719123863258	0.24842135644223404	0.095,0.043	0.055,0.163	-0.04
125	"ENSG00000105875.15"	"WDR91"	chr7	-	135204267	135206058	135204267	135204465	135205927	135206058	125	6,5	0,0	12,30	6,1	298	149	0.000298273730033	0.0039771739012269694	1.0,1.0	0.5,0.938	0.281
127	"ENSG00000185963.14"	"BICD2"	chr9	-	92711362	92715463	92711362	92713461	92715252	92715463	127	33,39	166,171	44,44	277,231	298	149	0.320035312401	0.670472049230925	0.09,0.102	0.074,0.087	0.016
128	"ENSG00000198000.12"	"NOL8"	chr9	-	92298256	92298954	92298256	92298336	92298883	92298954	128	8,12	82,58	6,5	62,54	298	149	0.245991063479	0.5688748062545316	0.047,0.094	0.046,0.044	0.026
135	"ENSG00000134884.15"	"ARGLU1"	chr13	-	106557047	106559657	106557047	106557131	106559431	106559657	135	318,211	273,279	223,120	318,274	298	149	0.00185072290893	0.016192660010499633	0.368,0.274	0.26,0.18	0.101
139	"ENSG00000116353.16"	"MECR"	chr1	-	29195940	29196258	29195940	29196013	29196197	29196258	139	7,5	164,135	13,18	237,150	298	149	0.0299404931167	0.12952014605680914	0.021,0.018	0.027,0.057	-0.023
140	"ENSG00000116353.16"	"MECR"	chr1	-	29195940	29196258	29195940	29196042	29196197	29196258	140	7,4	4,2	18,15	4,1	298	149	0.0474060218827	0.18124911063242538	0.467,0.5	0.692,0.882	-0.303
142	"ENSG00000238227.8"	"TMEM250"	chr9	-	136114588	136117024	136114588	136114950	136115455	136117024	142	679,607	11,6	387,341	9,11	298	149	0.0395976125452	0.1599329153206421	0.969,0.981	0.956,0.939	0.027
143	"ENSG00000119139.21"	"TJP2"	chr9	+	69251034	69252900	69251034	69251364	69252814	69252900	143	0,1	296,251	6,5	643,467	298	149	1	1.0	0.0,0.002	0.005,0.005	-0.004
144	"ENSG00000119139.21"	"TJP2"	chr9	+	69252814	69255187	69252814	69252900	69254208	69255187	144	15,14	248,262	46,40	574,429	298	149	0.0592565379252	0.21575218499285345	0.029,0.026	0.039,0.045	-0.014
145	"ENSG00000139645.11"	"ANKRD52"	chr12	-	56237806	56243392	56237806	56237968	56243237	56243392	145	269,255	0,2	212,119	8,0	298	149	0.0152614007238	0.07865055699424228	1.0,0.985	0.93,1.0	0.027
146	"ENSG00000139645.11"	"ANKRD52"	chr12	-	56257282	56257911	56257282	56257361	56257827	56257911	146	26,22	186,219	28,23	119,129	298	149	0.0229506953827	0.10772870325920061	0.065,0.048	0.105,0.082	-0.037
147	"ENSG00000148672.10"	"GLUD1"	chr10	-	87060160	87060825	87060160	87060241	87060687	87060825	147	22,8	772,663	20,13	683,493	298	149	0.340243676991	0.696290618003694	0.014,0.006	0.014,0.013	-0.003
149	"ENSG00000130714.19"	"POMT1"	chr9	+	131506402	131509022	131506402	131506453	131507367	131509022	149	5,1	85,64	16,8	109,81	298	149	0.00340858007745	0.025461726664564678	0.029,0.008	0.068,0.047	-0.039
151	"ENSG00000130714.19"	"POMT1"	chr9	+	131507367	131509022	131507367	131507514	131508910	131509022	151	7,6	63,39	12,7	66,58	298	149	0.590627009383	0.9486861022300696	0.053,0.071	0.083,0.057	-0.008
152	"ENSG00000130714.19"	"POMT1"	chr9	+	131509742	131510415	131509742	131509808	131509902	131510415	152	4,2	51,35	8,5	46,43	243	149	0.0981293681543	0.30604643381941593	0.046,0.034	0.096,0.067	-0.042
154	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510415	131509902	131509996	131510259	131510415	154	10,16	72,43	43,26	77,47	298	149	0.00128562183588	0.012185133011645375	0.065,0.157	0.218,0.217	-0.106
155	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510415	131509902	131510062	131510259	131510415	155	4,18	8,2	48,25	2,2	298	149	0.00902314232657	0.05348444517293668	0.2,0.818	0.923,0.862	-0.384
156	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510415	131509902	131510141	131510259	131510415	156	9,15	0,0	50,24	1,0	267	149	1	1.0	1.0,1.0	0.965,1.0	0.018
158	"ENSG00000130714.19"	"POMT1"	chr9	+	131511336	131512136	131511336	131511467	131512040	131512136	158	0,5	36,44	28,22	47,28	298	149	9.01522856367e-10	8.820956736875422e-08	0.0,0.054	0.23,0.282	-0.229
159	"ENSG00000130714.19"	"POMT1"	chr9	+	131511336	131512136	131511336	131511472	131512040	131512136	159	0,5	4,6	28,22	5,4	298	149	7.26460627726e-05	0.001216864682850076	0.0,0.294	0.737,0.733	-0.588
161	"ENSG00000130714.19"	"POMT1"	chr9	+	131522931	131523799	131522931	131523170	131523346	131523799	161	124,145	7,0	163,116	6,4	298	149	0.505944244944	0.8740949329516049	0.899,1.0	0.931,0.935	0.016
164	"ENSG00000197081.16"	"IGF2R"	chr6	+	160088032	160089253	160088032	160088147	160089106	160089253	164	5,2	420,316	26,18	458,405	298	149	7.31823173774e-05	0.0012221095163961486	0.006,0.003	0.028,0.022	-0.021
167	"ENSG00000111011.18"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519029	122521384	122521428	167	39,29	282,240	70,31	420,355	298	149	0.986290393431	1.0	0.065,0.057	0.077,0.042	0.002
168	"ENSG00000111011.18"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519051	122521384	122521428	168	22,17	0,0	41,18	1,0	298	149	1	1.0	1.0,1.0	0.953,1.0	0.024
169	"ENSG00000134317.18"	"GRHL1"	chr2	+	9958785	9961436	9958785	9958856	9961045	9961436	169	0,0	4,8	2,2	51,59	298	149	0.554078731691	0.9121291348477196	0.0,0.0	0.019,0.017	-0.018
175	"ENSG00000180071.21"	"ANKRD18A"	chr9	-	38540568	38541562	38540568	38540849	38541455	38541562	175	0,0	2,0	3,2	5,1	298	149	1	1.0	0.0,NA	0.231,0.5	-0.365
176	"ENSG00000180071.21"	"ANKRD18A"	chr9	-	38542311	38543055	38542311	38542589	38542947	38543055	176	13,20	1,4	19,15	1,0	298	149	0.00505904315611	0.034355007630006026	0.867,0.714	0.905,1.0	-0.162
177	"ENSG00000159363.19"	"ATP13A2"	chr1	-	16986462	16986956	16986462	16986632	16986804	16986956	177	65,67	134,157	90,28	209,194	298	149	0.0142975934753	0.07518953964641113	0.195,0.176	0.177,0.067	0.064
178	"ENSG00000159403.18"	"C1R"	chr12	-	7088838	7089489	7088838	7088986	7089292	7089489	178	8,3	233,204	7,2	191,160	298	149	0.969561418549	1.0	0.017,0.007	0.018,0.006	0.0
179	"ENSG00000159403.18"	"C1R"	chr12	-	7091451	7092441	7091451	7091680	7092386	7092441	179	6,5	433,538	2,6	325,357	298	149	1	1.0	0.007,0.005	0.003,0.008	0.001
190	"ENSG00000164117.14"	"FBXO8"	chr4	-	174262763	174263100	174262763	174262795	174262918	174263100	190	207,214	0,0	214,179	2,0	272	149	1	1.0	1.0,1.0	0.983,1.0	0.008
192	"ENSG00000137103.20"	"TMEM8B"	chr9	+	35829227	35829955	35829227	35829391	35829876	35829955	192	40,99	0,2	60,65	2,2	298	149	0.180594811217	0.46483592201722823	1.0,0.961	0.938,0.942	0.04
194	"ENSG00000005238.20"	"FAM214B"	chr9	-	35107380	35108349	35107380	35107568	35108127	35108349	194	140,175	2,1	70,90	0,0	298	149	0.532944331664	0.8963552512007738	0.972,0.989	1.0,1.0	-0.02
