ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
29	"ENSG00000108679.13"	"LGALS3BP"	chr17	-	78976994	78977214	78977139	78977214	78975964	78976156	29	73,90	1341,1767	120,95	2573,2237	294	149	0.287025040036	0.7996260472871599	0.027,0.025	0.023,0.021	0.004
31	"ENSG00000148362.11"	"PAXX"	chr9	+	136992639	136992974	136992639	136992700	136993052	136993243	31	452,466	15,7	306,202	22,0	298	149	0.159043374205	0.5462685375158627	0.938,0.971	0.874,1.0	0.017
33	"ENSG00000159069.14"	"FBXW5"	chr9	-	136941754	136942466	136942045	136942466	136941536	136941684	33	126,106	370,392	88,65	410,353	298	149	0.00573648575783	0.05541885208523082	0.145,0.119	0.097,0.084	0.042
34	"ENSG00000159069.14"	"FBXW5"	chr9	-	136941754	136942466	136942099	136942466	136941536	136941684	34	474,323	28,26	418,352	20,14	298	149	0.0674982615285	0.31286655655693424	0.894,0.861	0.913,0.926	-0.042
35	"ENSG00000159069.14"	"FBXW5"	chr9	-	136942045	136942466	136942099	136942466	136941536	136941684	35	742,633	28,26	751,652	20,14	203	149	0.0405721710391	0.22294271837760488	0.951,0.947	0.965,0.972	-0.019
36	"ENSG00000196642.19"	"RABL6"	chr9	+	136837861	136838015	136837861	136837980	136838908	136839121	36	706,664	4,3	326,182	0,3	184	149	1	1.0	0.993,0.994	1.0,0.98	0.004
38	"ENSG00000148396.19"	"SEC16A"	chr9	-	136448008	136448161	136448083	136448161	136447852	136447909	38	0,0	175,127	0,1	191,136	224	149	1	1.0	0.0,0.0	0.0,0.005	-0.003
39	"ENSG00000165689.17"	"ENTR1"	chr9	-	136405090	136405202	136405117	136405202	136404630	136404693	39	186,175	3,2	196,140	4,2	176	149	0.666055878283	1.0	0.981,0.987	0.976,0.983	0.004
40	"ENSG00000165684.6"	"SNAPC4"	chr9	-	136387484	136387579	136387512	136387579	136384719	136384814	40	59,81	13,6	68,67	16,9	177	149	0.384574741171	0.9539110548049358	0.793,0.919	0.782,0.862	0.034
42	"ENSG00000122133.17"	"PAEP"	chr9	+	135565784	135565830	135565784	135565801	135566552	135566955	42	1,6	7,0	17,36	41,52	178	149	0.343105057197	0.8939292460781026	0.107,1.0	0.258,0.367	0.241
43	"ENSG00000134644.16"	"PUM1"	chr1	-	30941921	30942123	30941997	30942123	30941150	30941272	43	3,6	194,131	4,5	209,164	225	149	0.837645664922	1.0	0.01,0.029	0.013,0.02	0.003
44	"ENSG00000134644.16"	"PUM1"	chr1	-	30950126	30950261	30950132	30950261	30941997	30942123	44	2,2	1,0	0,4	0,1	155	149	1	1.0	0.658,1.0	NA,0.794	0.035
45	"ENSG00000134644.16"	"PUM1"	chr1	-	30950126	30950261	30950132	30950261	30945345	30945483	45	106,84	94,89	147,115	115,87	155	149	0.188099218585	0.6118975679626117	0.52,0.476	0.551,0.56	-0.058
46	"ENSG00000134644.16"	"PUM1"	chr1	-	30967098	30967310	30967166	30967310	30965981	30966197	46	6,10	88,94	1,1	88,72	217	149	0.000462327046654	0.008777513494445508	0.045,0.068	0.008,0.009	0.048
47	"ENSG00000134644.16"	"PUM1"	chr1	-	30968296	30968492	30968353	30968492	30967166	30967310	47	4,0	209,195	5,4	333,301	206	149	1	1.0	0.014,0.0	0.011,0.01	-0.003
48	"ENSG00000134644.16"	"PUM1"	chr1	-	31059203	31059577	31059298	31059577	31028795	31028864	48	478,410	3,1	598,545	5,9	244	149	0.114260040899	0.44336686486282584	0.99,0.996	0.986,0.974	0.013
50	"ENSG00000165533.19"	"TTC8"	chr14	+	88841036	88841514	88841036	88841196	88843805	88843850	50	25,37	31,16	7,5	14,10	298	149	0.0254764215963	0.1606068926426997	0.287,0.536	0.2,0.2	0.211
51	"ENSG00000130635.17"	"COL5A1"	chr9	+	134829975	134830176	134829975	134830044	134832741	134832876	51	46,29	0,0	97,33	1,0	281	149	1	1.0	1.0,1.0	0.981,1.0	0.01
55	"ENSG00000148297.16"	"MED22"	chr9	-	133347921	133348117	133347941	133348117	133346539	133346700	55	570,520	47,44	327,269	13,26	169	149	0.227680027789	0.6957207378346781	0.914,0.912	0.957,0.901	-0.016
56	"ENSG00000165699.15"	"TSC1"	chr9	-	132897422	132897610	132897427	132897610	132897183	132897345	56	36,24	0,0	36,35	0,2	154	149	0.409411571981	0.9858991898807169	1.0,1.0	1.0,0.944	0.028
57	"ENSG00000165699.15"	"TSC1"	chr9	-	132901588	132901699	132901630	132901699	132900714	132900837	57	52,55	0,1	56,41	2,2	191	149	0.185767877085	0.606872615913591	1.0,0.977	0.956,0.941	0.04
58	"ENSG00000165699.15"	"TSC1"	chr9	-	132910570	132911568	132911452	132911568	132907300	132907370	58	16,28	1,0	43,26	0,0	298	149	1	1.0	0.889,1.0	1.0,1.0	-0.055
59	"ENSG00000165699.15"	"TSC1"	chr9	-	132911409	132911568	132911452	132911568	132911001	132911113	59	1,3	62,39	4,1	46,36	192	149	0.528368032691	1.0	0.012,0.056	0.063,0.021	-0.008
60	"ENSG00000165699.15"	"TSC1"	chr9	-	132925586	132927304	132927200	132927304	132923347	132923492	60	29,57	7,0	22,42	0,0	298	149	0.000891866596197	0.014338891783810122	0.674,1.0	1.0,1.0	-0.163
62	"ENSG00000165699.15"	"TSC1"	chr9	-	132944542	132944619	132944571	132944619	132935032	132935095	62	91,83	11,9	71,95	7,14	178	149	0.809711348784	1.0	0.874,0.885	0.895,0.85	0.007
63	"ENSG00000184634.17"	"MED12"	chrX	+	71126968	71127241	71126968	71127132	71127335	71128120	63	3,0	21,29	1,0	17,29	258	149	0.636142708271	1.0	0.076,0.0	0.033,0.0	0.021
64	"ENSG00000184634.17"	"MED12"	chrX	+	71127892	71128120	71127892	71128029	71128295	71128440	64	67,59	0,0	42,39	1,0	240	149	1	1.0	1.0,1.0	0.963,1.0	0.018
65	"ENSG00000184634.17"	"MED12"	chrX	+	71128597	71128853	71128597	71128718	71129113	71129215	65	2,2	23,36	1,2	38,18	284	149	0.644812542639	1.0	0.044,0.028	0.014,0.055	0.001
66	"ENSG00000184634.17"	"MED12"	chrX	+	71135091	71135374	71135091	71135253	71136280	71136655	66	6,2	43,32	0,3	20,30	270	149	0.198022583537	0.6342532626735208	0.071,0.033	0.0,0.052	0.026
67	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137392	71137186	71137383	71137557	71137635	67	32,16	23,17	15,5	10,18	158	149	0.297866148823	0.8163277300379289	0.567,0.47	0.586,0.208	0.121
68	"ENSG00000184634.17"	"MED12"	chrX	+	71137186	71137392	71137186	71137383	71137560	71137635	68	7,1	0,0	2,2	2,0	158	149	0.482816212957	1.0	1.0,1.0	0.485,1.0	0.258
69	"ENSG00000184634.17"	"MED12"	chrX	+	71141229	71141414	71141229	71141370	71141882	71141964	69	0,1	30,21	0,0	20,24	193	149	1	1.0	0.0,0.035	0.0,0.0	0.018
70	"ENSG00000197694.19"	"SPTAN1"	chr9	+	128624327	128624824	128624327	128624487	128625102	128625179	70	8,12	615,518	31,27	978,668	298	149	0.0136094130582	0.10199464164282286	0.006,0.011	0.016,0.02	-0.01
72	"ENSG00000106976.22"	"DNM1"	chr9	+	128250114	128250356	128250114	128250330	128250724	128251244	72	175,196	15,29	336,300	18,21	175	149	0.00956446414978	0.07963610687453622	0.909,0.852	0.941,0.924	-0.052
74	"ENSG00000148337.22"	"CIZ1"	chr9	-	128169051	128169201	128169075	128169201	128167094	128167164	74	1009,930	23,28	584,409	19,8	173	149	0.951502978854	1.0	0.974,0.966	0.964,0.978	-0.001
75	"ENSG00000148337.22"	"CIZ1"	chr9	-	128179072	128179415	128179372	128179415	128170019	128170035	75	536,557	13,27	313,209	6,6	298	149	0.105885972916	0.42536123681114507	0.954,0.912	0.963,0.946	-0.021
76	"ENSG00000148337.22"	"CIZ1"	chr9	-	128178988	128179415	128179072	128179415	128178708	128178904	76	244,234	121,119	99,103	85,34	233	149	0.795326989974	1.0	0.563,0.557	0.427,0.66	0.017
77	"ENSG00000148337.22"	"CIZ1"	chr9	-	128178988	128179415	128179243	128179415	128178708	128178904	77	594,545	0,0	334,238	1,0	298	149	1	1.0	1.0,1.0	0.994,1.0	0.003
78	"ENSG00000148337.22"	"CIZ1"	chr9	-	128179072	128179415	128179243	128179415	128178708	128178904	78	708,656	0,0	412,268	1,0	298	149	1	1.0	1.0,1.0	0.995,1.0	0.002
79	"ENSG00000148334.16"	"PTGES2"	chr9	-	128123701	128123851	128123725	128123851	128122933	128123134	79	548,449	5,5	351,328	2,1	173	149	0.807301813451	1.0	0.99,0.987	0.993,0.996	-0.006
83	"ENSG00000148356.15"	"LRSAM1"	chr9	+	127485735	127485840	127485735	127485835	127487675	127487763	83	0,0	15,31	3,1	34,19	154	149	0.127724765704	0.4747997817032917	0.0,0.0	0.079,0.048	-0.064
88	"ENSG00000125386.16"	"FAM193A"	chr4	+	2694945	2695129	2694945	2695082	2696362	2696593	88	85,81	1,0	96,68	1,0	196	149	1	1.0	0.985,1.0	0.986,1.0	-0.001
89	"ENSG00000125386.16"	"FAM193A"	chr4	+	2694945	2695142	2694945	2695082	2696362	2696593	89	13,22	1,0	22,10	1,0	209	149	1	1.0	0.903,1.0	0.94,1.0	-0.018
90	"ENSG00000125386.16"	"FAM193A"	chr4	+	2694945	2695142	2694945	2695129	2696362	2696593	90	0,0	72,59	2,1	76,59	162	149	0.502778199614	1.0	0.0,0.0	0.024,0.015	-0.019
91	"ENSG00000167283.9"	"ATP5MG"	chr11	+	118406936	118407097	118406936	118406976	118408999	118409199	91	5385,5279	4,5	6229,4444	10,6	270	149	1	1.0	0.999,0.998	0.997,0.998	0.001
92	"ENSG00000044574.9"	"HSPA5"	chr9	-	125240171	125240907	125240675	125240907	125239420	125239533	92	4554,4431	1,1	12624,9231	1,1	298	149	1	1.0	1.0,1.0	1.0,1.0	0.0
93	"ENSG00000119408.17"	"NEK6"	chr9	+	124261472	124261583	124261472	124261579	124301935	124302054	93	15,11	5,2	8,11	0,0	153	149	0.00012233449336	0.003142317378462745	0.745,0.843	1.0,1.0	-0.206
95	"ENSG00000152332.16"	"UHMK1"	chr1	+	162499954	162501104	162499954	162500247	162503753	162503848	95	399,290	0,0	202,201	1,0	298	149	1	1.0	1.0,1.0	0.99,1.0	0.005
96	"ENSG00000226752.10"	"CUTALP"	chr9	+	120844992	120845887	120844992	120845196	120847293	120847353	96	14,4	3,1	21,14	11,7	298	149	0.101567298646	0.41449582936529594	0.7,0.667	0.488,0.5	0.19
97	"ENSG00000134905.17"	"CARS2"	chr13	-	110645966	110647239	110647100	110647239	110644384	110644483	97	156,161	0,0	206,165	0,2	298	149	1	1.0	1.0,1.0	1.0,0.976	0.012
98	"ENSG00000183628.14"	"DGCR6"	chr22	+	18906564	18907086	18906564	18906725	18910887	18911028	98	0,0	1,0	1,1	0,0	298	149	1	1.0	0.0,NA	1.0,1.0	-1.0
99	"ENSG00000119314.16"	"PTBP3"	chr9	-	112297831	112297916	112297840	112297916	112252677	112252788	99	5,7	0,1	3,0	0,0	158	149	1	1.0	1.0,0.868	1.0,NA	-0.066
100	"ENSG00000119314.16"	"PTBP3"	chr9	-	112297831	112297916	112297840	112297916	112268048	112268195	100	60,60	34,24	39,45	44,21	158	149	0.200352192427	0.6401496879984634	0.625,0.702	0.455,0.669	0.101
101	"ENSG00000119314.16"	"PTBP3"	chr9	-	112297831	112297916	112297840	112297916	112275843	112276013	101	128,124	73,84	71,81	33,50	158	149	0.479370805807	1.0	0.623,0.582	0.67,0.604	-0.034
104	"ENSG00000165240.22"	"ATP7A"	chrX	+	77922998	77923100	77922998	77923042	77927797	77927968	104	2,0	1,0	3,1	4,1	207	149	1	1.0	0.59,NA	0.351,0.419	0.205
106	"ENSG00000165240.22"	"ATP7A"	chrX	+	77922998	77923052	77922998	77923042	77971620	77971761	106	0,0	0,1	3,1	4,7	159	149	1	1.0	NA,0.0	0.413,0.118	-0.265
107	"ENSG00000165240.22"	"ATP7A"	chrX	+	77922998	77923100	77922998	77923042	77971620	77971761	107	0,0	0,1	3,1	4,7	207	149	1	1.0	NA,0.0	0.351,0.093	-0.222
108	"ENSG00000165240.22"	"ATP7A"	chrX	+	77922998	77923188	77922998	77923042	77971620	77971761	108	0,0	0,1	3,1	4,7	295	149	1	1.0	NA,0.0	0.275,0.067	-0.171
113	"ENSG00000197249.14"	"SERPINA1"	chr14	-	94388800	94389010	94388818	94389010	94388559	94388663	113	1,0	0,0	0,0	1,1	167	149	1	1.0	1.0,NA	0.0,0.0	1.0
114	"ENSG00000070214.17"	"SLC44A1"	chr9	+	105385421	105385703	105385421	105385502	105389882	105390415	114	5,1	0,0	10,10	2,1	298	149	0.0766079488632	0.3404220251383718	1.0,1.0	0.714,0.833	0.227
118	"ENSG00000168291.13"	"PDHB"	chr3	-	58431730	58431984	58431876	58431984	58431592	58431628	118	900,810	0,0	886,687	2,0	295	149	1	1.0	1.0,1.0	0.996,1.0	0.002
120	"ENSG00000169738.8"	"DCXR"	chr17	-	82036181	82036308	82036190	82036308	82035878	82036063	120	1,5	388,309	0,2	553,366	158	149	1	1.0	0.002,0.015	0.0,0.005	0.006
121	"ENSG00000169738.8"	"DCXR"	chr17	-	82036543	82036763	82036720	82036763	82036190	82036308	121	90,89	0,0	95,58	6,0	298	149	0.0125132497393	0.09669819755914505	1.0,1.0	0.888,1.0	0.056
122	"ENSG00000169738.8"	"DCXR"	chr17	-	82036543	82036763	82036720	82036763	82036383	82036448	122	523,458	2,3	822,590	2,2	298	149	1	1.0	0.992,0.987	0.995,0.993	-0.004
124	"ENSG00000105875.15"	"WDR91"	chr7	-	135197043	135198151	135197992	135198151	135196143	135196337	124	1,8	40,55	25,9	64,71	298	149	0.00717877138336	0.06494606707321546	0.012,0.068	0.163,0.06	-0.072
125	"ENSG00000105875.15"	"WDR91"	chr7	-	135204267	135206058	135205927	135206058	135197043	135198151	125	51,41	0,0	78,72	2,0	298	149	0.455116571763	1.0	1.0,1.0	0.951,1.0	0.024
126	"ENSG00000138698.15"	"RAP1GDS1"	chr4	+	98343138	98343319	98343138	98343261	98352475	98352601	126	11,6	188,161	5,3	106,81	207	149	0.599953013134	1.0	0.04,0.026	0.033,0.026	0.004
127	"ENSG00000118961.15"	"LDAH"	chr2	-	20701569	20701652	20701574	20701652	20686906	20687094	127	96,94	0,1	165,86	0,1	154	149	1	1.0	1.0,0.989	1.0,0.988	0.0
128	"ENSG00000118961.15"	"LDAH"	chr2	-	20801291	20801465	20801309	20801465	20774809	20774979	128	15,9	4,7	10,15	24,8	167	149	0.123283885679	0.46585931145755477	0.77,0.534	0.271,0.626	0.204
129	"ENSG00000118961.15"	"LDAH"	chr2	-	20801291	20801465	20801309	20801465	20790254	20790398	129	23,19	95,86	35,25	84,67	167	149	0.0287623445434	0.17574007160379665	0.178,0.165	0.271,0.25	-0.089
131	"ENSG00000198000.12"	"NOL8"	chr9	-	92324905	92325350	92325305	92325350	92324022	92324209	131	13,11	68,40	5,0	56,42	298	149	0.000387738165079	0.007536157214443472	0.087,0.121	0.043,0.0	0.082
132	"ENSG00000198000.12"	"NOL8"	chr9	-	92324905	92325350	92325317	92325350	92324022	92324209	132	13,16	22,19	5,0	21,9	298	149	0.00109618043562	0.01646784828741055	0.228,0.296	0.106,0.0	0.209
133	"ENSG00000198000.12"	"NOL8"	chr9	-	92325305	92325350	92325317	92325350	92324022	92324209	133	68,45	22,19	56,42	21,9	161	149	0.524318902822	1.0	0.741,0.687	0.712,0.812	-0.048
134	"ENSG00000186716.21"	"BCR"	chr22	+	23311696	23311918	23311696	23311836	23312886	23313021	134	2,16	426,403	8,17	604,504	231	149	0.862964558059	1.0	0.003,0.025	0.008,0.021	-0.001
135	"ENSG00000267228.7"	"ENSG00000267228"	chr18	-	47136301	47136449	47136338	47136449	47134655	47134704	135	5,5	68,74	10,4	93,97	186	149	1	1.0	0.056,0.051	0.079,0.032	-0.002
140	"ENSG00000148053.18"	"NTRK2"	chr9	+	84669679	84670221	84669679	84669888	84670376	84670960	140	0,0	1,3	0,2	10,12	298	149	0.407886105744	0.9836682020875415	0.0,0.0	0.0,0.077	-0.038
142	"ENSG00000128989.11"	"ARPP19"	chr15	-	52569111	52569167	52569115	52569167	52564189	52564246	142	0,0	2,0	0,1	3,7	153	149	1	1.0	0.0,NA	0.0,0.122	-0.061
145	"ENSG00000116353.16"	"MECR"	chr1	-	29220716	29220921	29220837	29220921	29216587	29216685	145	0,1	40,12	0,0	17,25	270	149	1	1.0	0.0,0.044	0.0,0.0	0.022
146	"ENSG00000116353.16"	"MECR"	chr1	-	29220833	29220921	29220837	29220921	29216587	29216685	146	6,3	40,12	2,2	17,25	153	149	0.210210492031	0.6594523020222941	0.127,0.196	0.103,0.072	0.074
147	"ENSG00000116353.16"	"MECR"	chr1	-	29220833	29220921	29220837	29220921	29216587	29216812	147	2,1	7,7	0,0	8,2	153	149	0.15462341155	0.5364318568074683	0.218,0.122	0.0,0.0	0.17
151	"ENSG00000148672.10"	"GLUD1"	chr10	-	87092464	87092654	87092581	87092654	87091570	87091623	151	0,1	1,0	5,0	2,2	266	149	0.11119392045	0.4361684249678742	0.0,1.0	0.583,0.0	0.209
152	"ENSG00000130714.19"	"POMT1"	chr9	+	131504188	131504649	131504188	131504340	131506113	131506220	152	1,2	46,41	8,4	73,50	298	149	0.0296232031744	0.17949304421121182	0.011,0.024	0.052,0.038	-0.027
155	"ENSG00000130714.19"	"POMT1"	chr9	+	131507367	131509022	131507367	131507514	131509742	131509808	155	35,28	0,0	73,40	2,0	298	149	0.334096106371	0.8803061828724859	1.0,1.0	0.948,1.0	0.026
156	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510062	131509902	131509996	131510259	131510415	156	15,4	72,43	12,10	77,47	215	149	0.943972684624	1.0	0.126,0.061	0.097,0.129	-0.02
157	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510141	131509902	131509996	131510259	131510415	157	8,6	72,43	16,10	77,47	294	149	0.110158945846	0.43283808955686864	0.053,0.066	0.095,0.097	-0.037
158	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510141	131509902	131510062	131510259	131510415	158	1,4	8,2	6,2	2,2	228	149	0.12840623866	0.47706231606522975	0.076,0.567	0.662,0.395	-0.207
159	"ENSG00000130714.19"	"POMT1"	chr9	+	131511336	131511472	131511336	131511467	131512040	131512136	159	4,6	36,44	5,4	47,28	154	149	0.932798329315	1.0	0.097,0.117	0.093,0.121	0.0
160	"ENSG00000148153.14"	"INIP"	chr9	-	112701787	112701880	112701831	112701880	112694130	112694233	160	4,10	0,4	14,16	1,0	193	149	1	1.0	1.0,0.659	0.915,1.0	-0.128
164	"ENSG00000111011.18"	"RSRC2"	chr12	-	122521295	122521428	122521384	122521428	122518838	122519029	164	12,7	282,240	12,14	420,355	238	149	0.870040994739	1.0	0.026,0.018	0.018,0.024	0.001
165	"ENSG00000134317.18"	"GRHL1"	chr2	+	9990695	9990773	9990695	9990747	9992006	9992146	165	0,0	9,5	1,4	36,44	175	149	0.0669696853073	0.31132110629014553	0.0,0.0	0.023,0.072	-0.048
169	"ENSG00000106714.18"	"CNTNAP3"	chr9	-	39103713	39103914	39103743	39103914	39102496	39102715	169	1,6	68,96	2,1	59,68	179	149	0.232969990938	0.7058064017779371	0.012,0.049	0.027,0.012	0.011
170	"ENSG00000105771.14"	"SMG9"	chr19	-	43739672	43740218	43740106	43740218	43738121	43738217	170	3,4	446,417	9,7	227,190	298	149	0.108938962292	0.43035280821027727	0.003,0.005	0.019,0.018	-0.014
171	"ENSG00000105771.14"	"SMG9"	chr19	-	43754541	43754634	43754563	43754634	43750591	43750747	171	0,1	0,0	0,0	0,2	171	149	1	1.0	NA,1.0	NA,0.0	1.0
172	"ENSG00000156869.14"	"FRRS1"	chr1	-	99710805	99710949	99710833	99710949	99709197	99709259	172	0,1	0,0	46,37	0,1	177	149	1	1.0	NA,1.0	1.0,0.969	0.016
173	"ENSG00000159363.19"	"ATP13A2"	chr1	-	17004691	17004821	17004706	17004821	17004331	17004408	173	53,86	19,4	99,64	14,23	164	149	0.351129893572	0.9058293827871603	0.717,0.951	0.865,0.717	0.043
174	"ENSG00000159363.19"	"ATP13A2"	chr1	-	17004691	17004821	17004706	17004821	17004331	17004411	174	232,274	121,168	246,232	167,173	164	149	0.116532143678	0.45005043696397407	0.635,0.597	0.572,0.549	0.055
187	"ENSG00000137106.18"	"GRHPR"	chr9	+	37422695	37422833	37422695	37422805	37424844	37424975	187	1627,1797	622,553	1877,1399	623,464	177	149	0.764389711793	1.0	0.688,0.732	0.717,0.717	-0.007
188	"ENSG00000137106.18"	"GRHPR"	chr9	+	37422695	37422833	37422695	37422805	37425921	37425994	188	69,85	22,19	53,32	49,30	177	149	4.77946706767e-07	4.230474228816014e-05	0.725,0.79	0.477,0.473	0.283
189	"ENSG00000137106.18"	"GRHPR"	chr9	+	37422695	37422833	37422695	37422805	37429731	37429836	189	71,85	5,1	50,31	7,0	177	149	0.204819356476	0.6484131391579507	0.923,0.986	0.857,1.0	0.026
190	"ENSG00000137106.18"	"GRHPR"	chr9	+	37422695	37422833	37422695	37422805	37432007	37432138	190	69,87	0,0	60,39	5,5	177	149	4.44074616835e-05	0.0015389887514652117	1.0,1.0	0.91,0.868	0.111
192	"ENSG00000137075.18"	"RNF38"	chr9	-	36400935	36401198	36401097	36401198	36375933	36376127	192	5,7	0,4	13,8	5,4	298	149	0.342883236859	0.8939292460781026	1.0,0.467	0.565,0.5	0.201
193	"ENSG00000137075.18"	"RNF38"	chr9	-	36400935	36401198	36401097	36401198	36390466	36390616	193	0,0	4,0	1,1	1,1	298	149	1	1.0	0.0,NA	0.333,0.333	-0.333
196	"ENSG00000005238.20"	"FAM214B"	chr9	-	35107380	35108349	35108127	35108349	35106832	35106891	196	129,172	1,0	64,91	0,0	298	149	1	1.0	0.985,1.0	1.0,1.0	-0.008
197	"ENSG00000116922.15"	"C1orf109"	chr1	-	37689605	37689883	37689657	37689883	37686272	37686452	197	116,95	3,3	86,66	0,0	201	149	0.103176119167	0.41793666081870745	0.966,0.959	1.0,1.0	-0.038
198	"ENSG00000116922.15"	"C1orf109"	chr1	-	37690215	37690520	37690333	37690520	37689605	37689883	198	243,190	5,8	179,152	10,2	267	149	0.94370578526	1.0	0.964,0.93	0.909,0.977	0.004
199	"ENSG00000007372.25"	"PAX6"	chr11	-	31801229	31801776	31801560	31801776	31800690	31800856	199	0,0	1,2	4,0	6,0	298	149	1	1.0	0.0,0.0	0.25,NA	-0.25
207	"ENSG00000163832.16"	"ELP6"	chr3	-	47510148	47510254	47510183	47510254	47504329	47504448	207	2,5	228,188	6,3	167,130	184	149	0.269985650314	0.7702116766361935	0.007,0.021	0.028,0.018	-0.009
208	"ENSG00000137073.24"	"UBAP2"	chr9	-	33996222	33998864	33998786	33998864	33988972	33989126	208	350,279	0,6	399,329	3,0	298	149	0.919095102456	1.0	1.0,0.959	0.985,1.0	-0.013
209	"ENSG00000165272.16"	"AQP3"	chr9	-	33443178	33443458	33443320	33443458	33442851	33442970	209	0,0	5,10	6,4	198,163	291	149	0.871094136221	1.0	0.0,0.0	0.015,0.012	-0.013
210	"ENSG00000122729.19"	"ACO1"	chr9	+	32386370	32386442	32386370	32386438	32405484	32405603	210	2,1	38,45	8,11	55,35	153	149	0.00025428805027	0.005589217212310403	0.049,0.021	0.124,0.234	-0.144
211	"ENSG00000138834.15"	"MAPK8IP3"	chr16	+	1729137	1729301	1729137	1729208	1729486	1729578	211	1,0	71,88	3,3	95,65	242	149	0.543852430308	1.0	0.009,0.0	0.019,0.028	-0.019
