status	loglr	df	p	cluster	p.adjust
Success	6.76907469152914	1	0.000233762782433859	chr1:clu_1045_-	0.0027896724975861
Success	2.30283233095793	2	0.0999752792596906	chr1:clu_1046_-	0.195581559369647
Success	0.459504294068665	3	0.820838344493721	chr1:clu_1047_-	0.884054390846347
Success	1.63224722436681	1	0.0707948409611737	chr1:clu_1048_-	0.151831412490513
Success	0.020379937615985	1	0.840002133036688	chr1:clu_1049_-	0.897503532002915
Success	0.282358401001375	1	0.452365989685363	chr1:clu_105_+	0.586116292695594
Success	5.8491969773014	1	0.00062554066495686	chr1:clu_1050_-	0.00534864906519122
Success	1.75094098529951	1	0.0612991326571737	chr1:clu_1051_-	0.137101251194151
Success	1.30347593792249	3	0.45627209652819	chr1:clu_1052_-	0.589693724318211
Success	0.537911350607487	1	0.299633929326825	chr1:clu_1053_-	0.435908117523489
Success	11.986405755024	5	0.000219740441231691	chr1:clu_1054_-	0.00265865733032623
Success	1.15334949236239	4	0.679549663969195	chr1:clu_1055_-	0.780194414046246
Success	0.556465961931735	1	0.291445500269931	chr1:clu_1056_-	0.427719538654862
Success	4.38946730304633	4	0.066868936060163	chr1:clu_1057_-	0.145599733020704
Success	5.76201594971144	2	0.00314476551476885	chr1:clu_1058_-	0.0166889549831707
Success	3.16986113726739	2	0.0420094310428234	chr1:clu_1059_-	0.104780313898135
Success	2.93590793005657	1	0.0153851741578665	chr1:clu_106_+	0.0512622750773357
Success	2.4601071455528	1	0.0265442245134776	chr1:clu_1060_-	0.0752912690043444
Success	0.826606867673945	2	0.437531372285623	chr1:clu_1061_-	0.572382817753346
Success	0.673496436023441	1	0.245804515691634	chr1:clu_1062_-	0.377692590602092
Success	1.61806116289858	3	0.356632634921227	chr1:clu_1063_-	0.495375377878189
Success	8.10795885715299	2	0.000301132901586402	chr1:clu_1064_-	0.00329964775142547
Success	0.95593167177276	1	0.166756422281085	chr1:clu_1065_-	0.284861526091643
Success	3.14071259057482	2	0.0432519659747041	chr1:clu_1066_-	0.10695606199799
Success	0.563073409638776	1	0.28859872412955	chr1:clu_1067_-	0.424863520670459
Success	7.01002718586824	6	0.0294129459178859	chr1:clu_1068_-	0.0809151213904897
Success	0.883717143469369	1	0.183699925222587	chr1:clu_1069_-	0.305264536231978
Success	3.26002092423823	2	0.0383875947779702	chr1:clu_107_+	0.0983137463680949
Success	0.821375187039592	1	0.19994852318808	chr1:clu_1070_-	0.325238980659546
Success	5.39236010127797	2	0.00455121931191975	chr1:clu_1071_-	0.0215982342747153
Success	0.378984988540793	1	0.383964560676059	chr1:clu_1072_-	0.521925662291476
Success	7.23652655206604	1	0.000142178983726676	chr1:clu_1073_-	0.00194694804883524
Success	4.13118749311525	2	0.0160637918497806	chr1:clu_1074_-	0.0527207456753314
Success	2.44530508415482	5	0.429375754079728	chr1:clu_1075_-	0.564541659126916
Success	2.25508909233804	3	0.211384211301251	chr1:clu_1076_-	0.338616818242666
Success	7.26570730102458	3	0.00226420477881031	chr1:clu_1077_-	0.0132050741531306
Success	0.208866248246522	1	0.518070658345349	chr1:clu_1078_-	0.647110297173959
Success	5.94017828310825	4	0.0182634986608813	chr1:clu_1079_-	0.0574890092049266
Success	8.64804451193231	3	0.000614243174262643	chr1:clu_108_+	0.00528374030438707
Not enough valid samples	NA	NA	NA	chr1:clu_1080_-	NA
Not enough valid samples	NA	NA	NA	chr1:clu_1081_-	NA
Not enough valid samples	NA	NA	NA	chr1:clu_1082_-	NA
Success	2.37746495699173	2	0.0927854948417346	chr1:clu_1083_-	0.185510831531476
Success	4.27537423611193	3	0.0359005134768368	chr1:clu_1084_-	0.0936861824483658
Success	8.64676604995384	8	0.0271936210006117	chr1:clu_1085_-	0.0766464657075877
Success	0.607479971021121	2	0.544721855747797	chr1:clu_1086_-	0.670640305720056
Success	1.04069903578454	1	0.14910355552072	chr1:clu_1087_-	0.262465688087818
Success	2.18676433102064	2	0.112279460660702	chr1:clu_1088_-	0.213338179583897
Success	1.4833824311853	2	0.226869020283999	chr1:clu_1089_-	0.357111434586574
Success	7.78909999021857	2	0.000414225523286771	chr1:clu_109_+	0.00411274209835021
Success	2.05080454097822	1	0.0428424214969097	chr1:clu_1090_-	0.106292440066934
Success	2.9379185409436	2	0.0529758811873429	chr1:clu_1091_-	0.12391376632387
Success	0.912565365533567	1	0.176703763605161	chr1:clu_1092_-	0.29692950488057
Success	5.3950955185561	1	0.00102039351016726	chr1:clu_1093_-	0.0075317669624527
Success	0.392958955237191	1	0.375337320939519	chr1:clu_1094_-	0.513562009786064
Success	8.54102029037585	5	0.00434680437601876	chr1:clu_1095_-	0.0209812134612642
Success	0.0337178373210918	1	0.79510769177209	chr1:clu_1096_-	0.866027642210612
Success	27.1617110847028	11	1.03035479587592e-07	chr1:clu_1097_-	9.04040930159279e-06
Success	2.98614258858763	2	0.0504817906664744	chr1:clu_1098_-	0.119903110175334
Success	4.92753832786798	2	0.00724431447678347	chr1:clu_1099_-	0.0298750299776152
Success	2.12338438383995	1	0.0393250856797814	chr1:clu_11_+	0.0997869836925902
Success	4.48432566554311	3	0.0297106008529015	chr1:clu_110_+	0.0815080276819087
Success	7.71212335695259	2	0.000447370540554895	chr1:clu_1100_-	0.0043082146771323
Not enough valid samples	NA	NA	NA	chr1:clu_1101_-	NA
Success	2.09878364490874	2	0.122605469378035	chr1:clu_1102_-	0.227199903752007
Success	0.2592227631919	2	0.771651108432343	chr1:clu_1103_-	0.84938271344495
Success	3.23980216725266	2	0.0391716437663958	chr1:clu_1104_-	0.099440231550141
Success	2.4384663954911	2	0.0872946242878682	chr1:clu_1105_-	0.177268099552511
Success	4.09937823166047	2	0.0165829829707554	chr1:clu_1106_-	0.0538446911427077
Success	8.35248461966739	4	0.00220540838868593	chr1:clu_1107_-	0.0129900857105842
Success	4.86156478479387	1	0.00181963406707438	chr1:clu_1108_-	0.0113380144789564
Success	0.0866034425713451	1	0.677277332959919	chr1:clu_1109_-	0.778264455656795
Not enough valid samples	NA	NA	NA	chr1:clu_111_+	NA
Success	7.61939104712837	3	0.00162355549649892	chr1:clu_1110_-	0.0104573218357965
Success	4.01656438897862	2	0.0180147504183782	chr1:clu_1111_-	0.0569038591416194
Success	3.95644847256472	2	0.0191309378323129	chr1:clu_1112_-	0.0595234984564608
Success	8.58946916062087	1	3.401871913482e-05	chr1:clu_1113_-	0.000701591369475074
Success	1.8423178095905	1	0.0549159695830377	chr1:clu_1114_-	0.127146141460336
Success	0.0234148573287598	1	0.828674607229175	chr1:clu_1115_-	0.890066260666447
Success	3.47108009877275	2	0.0310834393386711	chr1:clu_1116_-	0.0843296699419512
Success	0.395542650205357	2	0.673314565808312	chr1:clu_1117_-	0.774763068972163
Success	0.0905196774066326	1	0.670481552828332	chr1:clu_1118_-	0.772929829026919
Success	0.250291930715093	1	0.479243690837816	chr1:clu_1119_-	0.611603164556526
Success	2.50767859597192	1	0.0251234456951936	chr1:clu_112_+	0.0723880355776132
Success	0.127477426219571	1	0.613607621478902	chr1:clu_1120_-	0.727109071270268
Success	0.332654523721118	1	0.414691883064528	chr1:clu_1121_-	0.550737230059349
Success	20.9130309786551	9	3.53608571926721e-06	chr1:clu_1122_-	0.000139152609118671
Success	1.74021240941147	1	0.0620987959016472	chr1:clu_1123_-	0.138315200724899
Success	0.960572827924864	1	0.165730418949644	chr1:clu_1124_-	0.283599655079245
Success	4.45754553878805	2	0.0115907775162224	chr1:clu_1125_-	0.0416543566989242
Success	0.395276884761188	2	0.673493533333598	chr1:clu_1126_-	0.774850398348397
Not enough valid samples	NA	NA	NA	chr1:clu_1127_-	NA
Success	3.71068408649535	2	0.0244607842546635	chr1:clu_1128_-	0.0708831799776396
Success	3.52446637252183	2	0.0294675278568703	chr1:clu_1129_-	0.0809844240057144
Success	1.64485049201176	4	0.510565699614186	chr1:clu_113_+	0.640178279649538
Success	4.2979988110485	2	0.013595739450109	chr1:clu_1130_-	0.0467477995177141
Success	0.0313087258184623	1	0.802405780016284	chr1:clu_1131_-	0.871172911484224
Success	0.852999608650862	2	0.426134775365593	chr1:clu_1132_-	0.561277261670794
Success	2.61098278358872	1	0.022303327884576	chr1:clu_1133_-	0.0665728422395737
Success	5.2403360879016	4	0.0330642696394305	chr1:clu_1134_-	0.0881689045202733
Not enough valid samples	NA	NA	NA	chr1:clu_1135_-	NA
Success	1.02756146953197	1	0.151695010287168	chr1:clu_1136_-	0.265802869356731
Success	29.6941498717679	5	1.62597112524164e-11	chr1:clu_1137_-	7.4075492224951e-09
Success	11.6676917910636	3	3.43774138511758e-05	chr1:clu_1138_-	0.000706945255324961
Success	1.22613329312878	1	0.11735530080849	chr1:clu_1139_-	0.220122492173644
Success	1.5796385196378	1	0.0754966104501642	chr1:clu_114_+	0.159205510198005
Success	11.8410208583896	2	7.20294305091188e-06	chr1:clu_1140_-	0.000233750302570003
Success	2.09236730040857	1	0.040789598805823	chr1:clu_1141_-	0.102689223773639
Success	4.14147600170691	3	0.0405119541787494	chr1:clu_1142_-	0.102229249520087
Success	3.41831473755065	2	0.0327676104568049	chr1:clu_1143_-	0.0876540979812227
Success	0.0360223210605	1	0.788382719244306	chr1:clu_1144_-	0.861952493026473
<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	chr1:clu_1145_-	NA
Success	1.76528374140617e-08	1	0.999850079052805	chr1:clu_1146_-	1
Success	0.15118651472028	1	0.582398554896224	chr1:clu_1147_-	0.701353282101034
Success	1.79798607249359	2	0.165632123642715	chr1:clu_1148_-	0.283513367709243
Success	7.72734031248547	4	0.00384539231120349	chr1:clu_1149_-	0.0192919501659553
Success	1.76534311080241	1	0.0602428501598823	chr1:clu_115_+	0.135506372985911
Success	2.12226615210739	1	0.039376914161762	chr1:clu_1150_-	0.0998757062625421
Success	3.7837061874834	2	0.0227382628025891	chr1:clu_1151_-	0.0674517212363305
Not enough valid samples	NA	NA	NA	chr1:clu_1152_-	NA
Success	4.98634080992736	2	0.00683061333061107	chr1:clu_1153_-	0.0287113608591512
Success	1.44129516777207	1	0.0895418743145218	chr1:clu_1154_-	0.180408828245537
Success	0.0183401866743225	2	0.981826971087872	chr1:clu_1155_-	0.991030291651968
Success	6.52661793499647	2	0.00146394865614611	chr1:clu_1156_-	0.00969282941981592
Success	7.93433727844422	4	0.00320054137437184	chr1:clu_1157_-	0.0169016551847679
Success	0.011563593554456	1	0.879126792709398	chr1:clu_1158_-	0.923479456232484
Success	0.249826851735975	1	0.479652321397158	chr1:clu_1159_-	0.611767174216576
Success	9.67820922112878	6	0.00360218642893975	chr1:clu_116_+	0.0183834115686305
Success	7.87093851616601	5	0.00762100035655953	chr1:clu_1160_-	0.0310102195889549
Success	0.0121207965624421	1	0.87627176752308	chr1:clu_1161_-	0.922288882735994
Success	3.10654305634648	2	0.044755405138091	chr1:clu_1162_-	0.109643800178012
Success	5.23599762985123	2	0.00532151293462363	chr1:clu_1163_-	0.0242603716006209
Success	0.00036130564819814	1	0.978554304618278	chr1:clu_1164_-	0.989159902560462
Success	9.31123647894856	4	0.000932163566586506	chr1:clu_1165_-	0.00706428499438078
Success	2.81764853094205	3	0.13076661512771	chr1:clu_1166_-	0.238333675363552
Success	0.568089352101083	1	0.286461236978699	chr1:clu_1167_-	0.422451861555364
Success	0.536689806786057	1	0.300183317026655	chr1:clu_1168_-	0.436278698181685
Success	4.44241038931227	2	0.0117675399551632	chr1:clu_1169_-	0.0421107283289753
Success	8.5651016253978	6	0.00881645307849623	chr1:clu_117_+	0.0342958577060059
Success	3.60074962110113	1	0.00728427015509053	chr1:clu_1170_-	0.0300007579927146
Success	2.5249935905365	2	0.080058825919199	chr1:clu_1171_-	0.166401739298625
Success	0.700553057837254	1	0.236538458618268	chr1:clu_1172_-	0.367489099628433
Success	0.941440826542646	2	0.390065413678381	chr1:clu_1173_-	0.527675288376019
Success	2.53892944098266	1	0.0242332780903956	chr1:clu_1174_-	0.0704054890803865
Success	0.0255852355319348	1	0.821038940861486	chr1:clu_1175_-	0.884109659500391
Success	6.14688040666692	2	0.00214014775772309	chr1:clu_1176_-	0.0127259288103564
Success	0.15739448698605	1	0.57475624021058	chr1:clu_1177_-	0.695686456702874
Success	0.0516551477305143	1	0.74789274278431	chr1:clu_1178_-	0.831030913534724
Success	0.0440733046254422	1	0.766546714435715	chr1:clu_1179_-	0.845256547429812
Success	0.0521848308407584	1	0.746647577963732	chr1:clu_118_+	0.830399025920567
Success	0.947345164176511	1	0.168673846313039	chr1:clu_1180_-	0.287225662676531
Not enough valid samples	NA	NA	NA	chr1:clu_1181_-	NA
Success	0.168751816423992	2	0.844718522636599	chr1:clu_1182_-	0.900762120836409
Success	2.7195402756181	1	0.0196910322200306	chr1:clu_1183_-	0.0609141490327141
Success	6.76811450063192	1	0.000234002097550799	chr1:clu_1184_-	0.0027896724975861
Success	6.3149992359904	2	0.00180896714266905	chr1:clu_1185_-	0.0112834206450316
Success	9.30992763448194	3	0.000327612823883237	chr1:clu_1186_-	0.00348894776564902
Success	1.51669382931823	1	0.0815675484018503	chr1:clu_1187_-	0.168821878528729
Success	4.22337039315062	2	0.0146491876854192	chr1:clu_1188_-	0.0492813485185431
Success	0.51008401290693	1	0.312479156270628	chr1:clu_1189_-	0.450164712530349
Success	3.10226690374213	2	0.044947195851261	chr1:clu_119_+	0.109937356781292
Success	3.78292506857053	3	0.0558904032152454	chr1:clu_1190_-	0.128522971478272
Success	4.85627825622487	3	0.021174386723485	chr1:clu_1191_-	0.0641951908727105
Success	3.11974281882158	1	0.0124932754709318	chr1:clu_1192_-	0.0439561755535195
Success	1.40912017769574	1	0.0931985241695238	chr1:clu_1193_-	0.1859418087903
Success	3.85773661085545	2	0.0211157386101446	chr1:clu_1194_-	0.0640994166676481
Success	0.592282285297074	1	0.276428694994305	chr1:clu_1195_-	0.411965009084995
Success	0.0953841297843496	1	0.662277969546898	chr1:clu_1196_-	0.766681249929927
Success	10.7064321201715	9	0.0109381664436327	chr1:clu_1197_-	0.0400750329492203
Success	2.95446720701193	2	0.0521064151142038	chr1:clu_1198_-	0.122533350611027
Success	0.132935587733471	1	0.606114967665015	chr1:clu_1199_-	0.7206094341054
Success	0.823120662808037	1	0.199471279776645	chr1:clu_12_+	0.324730251368109
Success	5.85219921659916	4	0.0196902918866752	chr1:clu_120_+	0.0609141490327141
Success	2.53902137125095	1	0.0242307083376669	chr1:clu_1200_-	0.0704054890803865
Success	4.9178044004089	1	0.0017116562158763	chr1:clu_1201_-	0.010847815878574
Success	10.1609492568514	4	0.00043137695494772	chr1:clu_1202_-	0.00421333166023575
Success	1.91014528927764	1	0.050635456044695	chr1:clu_1203_-	0.120123568365594
Success	2.12855122707822	1	0.0390865371682518	chr1:clu_1204_-	0.0993519383600734
Success	3.16669211090777	2	0.042142771204803	chr1:clu_1205_-	0.10502443192108
Success	0.00831834054201863	1	0.897370895605612	chr1:clu_1206_-	0.936825651047955
Success	2.33438760581521	3	0.197720984316567	chr1:clu_1207_-	0.322968413874076
Success	7.16839790538802	1	0.000152847931561111	chr1:clu_1208_-	0.00205736789697881
Success	1.78151572158254	2	0.16838273240695	chr1:clu_1209_-	0.286853655308547
Success	2.44195854712467	1	0.0271080343973422	chr1:clu_121_+	0.07645301757021
Success	2.61366588251565	2	0.0732654682656958	chr1:clu_1210_-	0.155860178090368
Success	1.63496587835698	2	0.194959023507893	chr1:clu_1211_-	0.319617911846359
Success	3.75712231832949	2	0.0233508400672674	chr1:clu_1212_-	0.0686769068756879
Success	5.54044664227149e-05	1	0.991601157694794	chr1:clu_1213_-	0.996395971572348
Success	0.00698994913619799	1	0.905880175009479	chr1:clu_1214_-	0.942172808223509
Success	4.98407299037808	3	0.0188388560349688	chr1:clu_1215_-	0.0588310703227538
Success	0.298091058550199	1	0.44003844022695	chr1:clu_1216_-	0.573973717045284
Success	0.0744146262077265	2	0.928286722033862	chr1:clu_1217_-	0.957050763555671
Success	0.0368898872587806	1	0.785910892953934	chr1:clu_1218_-	0.860139964466367
Success	1.60500572584577	1	0.0731889711376265	chr1:clu_1219_-	0.155725411015841
Success	4.73401672755426	5	0.0917901880037023	chr1:clu_122_+	0.183906423698216
Success	0.0120466483818973	1	0.876647758840959	chr1:clu_1220_-	0.922344930880836
Success	0.992481750050842	2	0.370655673890085	chr1:clu_1221_-	0.508741823497118
Success	1.60634915160119	2	0.20061870719396	chr1:clu_1222_-	0.326239509433341
Success	2.32105398848645	1	0.0311966604028215	chr1:clu_1223_-	0.0845364568804613
Success	1.01072199920623	4	0.731814554438393	chr1:clu_1224_-	0.81923668815072
Success	0.0754683175098307	2	0.927309109530343	chr1:clu_1225_-	0.956459108532473
Success	0.362078761945668	3	0.867507678897442	chr1:clu_1226_-	0.916332523973863
Success	0.250208224615903	1	0.479317195152235	chr1:clu_1227_-	0.611603164556526
Success	0.578373487001727	2	0.560809789556069	chr1:clu_1228_-	0.684259575328764
Success	5.40028175464454	1	0.00101469202982055	chr1:clu_1229_-	0.00751189193326524
Success	4.45683510152685	3	0.0304609833880382	chr1:clu_123_+	0.0830594724289394
Success	0.633432515641516	1	0.260355622772126	chr1:clu_1230_-	0.393657435758979
Success	5.20311405480993	2	0.00549941225704184	chr1:clu_1231_-	0.024825815233139
Success	3.18326282530796	1	0.0116293064874567	chr1:clu_1232_-	0.0417168792682993
Success	3.31579224164852	2	0.0363052746302622	chr1:clu_1233_-	0.094513401757243
Success	1.22225978233405	2	0.2945637642544	chr1:clu_1234_-	0.430754047851032
Success	0.0557665177134368	1	0.738405501820592	chr1:clu_1235_-	0.824277935073501
Success	0.478743392760407	2	0.619561448249321	chr1:clu_1236_-	0.731675508924547
Success	0.834650241319821	1	0.196352255238124	chr1:clu_1237_-	0.321330818360815
Success	3.71103809287683	1	0.00644284304673099	chr1:clu_1238_-	0.027580583985735
Success	4.38809933279299	2	0.0124243212930528	chr1:clu_1239_-	0.0437590915520781
Success	3.90508310544374	1	0.0051953125664291	chr1:clu_124_+	0.0238613715972674
Success	0.548830359704084	1	0.294780052338695	chr1:clu_1240_-	0.43091073922644
Success	0.498005356739498	2	0.607741679379913	chr1:clu_1241_-	0.721891314907247
Success	1.35069895319214	1	0.10026030356715	chr1:clu_1242_-	0.195970840883315
Success	6.00572788391662	1	0.000528745411752192	chr1:clu_1243_-	0.00482139291932619
Success	1.0092218050296	1	0.155398350695645	chr1:clu_1244_-	0.270769853484836
Success	4.33011718007776	2	0.0131660046062403	chr1:clu_1245_-	0.0456086531427567
Success	6.52086573521973	1	0.00030462633336474	chr1:clu_1246_-	0.0033248394044728
Success	1.38758601900062	1	0.0957363693502327	chr1:clu_1247_-	0.189504895547043
Success	1.17796263187597	2	0.307905416678547	chr1:clu_1248_-	0.44506058059523
Success	8.65261702138991	2	0.00017466913663174	chr1:clu_1249_-	0.00225376462244331
Success	4.65043503597332	1	0.00229045052804521	chr1:clu_125_+	0.0133318852602926
Not enough valid samples	NA	NA	NA	chr1:clu_1250_-	NA
Success	0.806350271052793	1	0.20411260423357	chr1:clu_1251_-	0.330153461306382
Success	1.16393046058874	2	0.312256454083012	chr1:clu_1252_-	0.449906057488538
Success	2.59800745973922	1	0.0226387318472232	chr1:clu_1253_-	0.0672524542296894
Success	1.33016980000366	2	0.264432356872381	chr1:clu_1254_-	0.398600313967085
Success	1.56368549479407	3	0.372400922854985	chr1:clu_1255_-	0.510779172211359
Success	5.9587640080583	1	0.00055608222451931	chr1:clu_1256_-	0.00498999541623578
Success	0.451570599407205	1	0.341940834366913	chr1:clu_1257_-	0.479948949292107
Success	3.89423993566425	5	0.168284651749936	chr1:clu_1258_-	0.286802707560993
Success	5.22390178193882	1	0.00122795384868884	chr1:clu_1259_-	0.00857253736335588
Success	0.676824390516231	2	0.508228367285765	chr1:clu_126_+	0.638113738658034
Success	7.14551298477382	1	0.000156609725479387	chr1:clu_1260_-	0.00209427574768034
Success	0.00681169022186623	2	0.993211456753478	chr1:clu_1261_-	0.997506334173728
Not enough valid samples	NA	NA	NA	chr1:clu_1262_-	NA
Success	0.0175066392988015	1	0.851567837496905	chr1:clu_1263_-	0.90513469446795
Success	1.76733955166048	2	0.170786754284831	chr1:clu_1264_-	0.289906721768963
Success	0.0914972034412358	1	0.668812423954116	chr1:clu_1265_-	0.771670551081349
Success	4.82306545467259	3	0.0218265275211314	chr1:clu_1266_-	0.0655681507704289
Success	0.583313458659404	2	0.558046236646824	chr1:clu_1267_-	0.681686017663071
Success	5.51221615485974	3	0.0115944917878377	chr1:clu_1268_-	0.0416550667961595
Success	6.84512051168576	2	0.00106463792762532	chr1:clu_1269_-	0.0077413359439668
Success	0.0757200862959735	1	0.697162859537871	chr1:clu_127_+	0.794028276079431
Success	7.84998096781328	2	0.000389759386155578	chr1:clu_1270_-	0.00395265404881235
Not enough valid samples	NA	NA	NA	chr1:clu_1271_-	NA
Not enough valid samples	NA	NA	NA	chr1:clu_1272_-	NA
Not enough valid samples	NA	NA	NA	chr1:clu_1273_-	NA
Success	0.762135673801822	2	0.466668709852174	chr1:clu_1274_-	0.600179952254639
Success	0.952275375948943	2	0.385862042616424	chr1:clu_1275_-	0.523453940358319
Success	1.1471212741626	1	0.129854545121358	chr1:clu_1276_-	0.237072608964624
Success	0.0658129319921272	1	0.716752208029543	chr1:clu_1277_-	0.807872290808825
Success	3.92326888238483	1	0.00509181276412981	chr1:clu_1278_-	0.0235228245675186
Success	4.885346460758	2	0.00755650527592066	chr1:clu_1279_-	0.0307795065313893
Success	0.355261961844235	1	0.399269936788667	chr1:clu_128_+	0.536268556668756
Success	13.5877753573513	3	5.40895403020931e-06	chr1:clu_1280_-	0.000186790263812913
Success	5.05854604901424	2	0.00635479235584215	chr1:clu_1281_-	0.0273419961696151
Success	0.215128863609607	2	0.806437513032405	chr1:clu_1282_-	0.874292391920865
Success	0.368010134908673	1	0.390938717670073	chr1:clu_1283_-	0.528373928662942
Success	0.305657714315657	2	0.736638717196344	chr1:clu_1284_-	0.823081370171747
Success	1.05026515484496e-07	1	0.999634317209323	chr1:clu_1285_-	1
Success	3.9742653549029	1	0.00481264330224719	chr1:clu_1286_-	0.0225230185361983
Success	15.6158944551134	7	5.63420574423019e-05	chr1:clu_1287_-	0.00103179132377042
Success	3.4402999393069	3	0.0758024173544823	chr1:clu_1288_-	0.159581931792497
Success	0.039622319975706	1	0.778323672639453	chr1:clu_1289_-	0.854424828768705
Success	0.000159370511028101	1	0.98575586860485	chr1:clu_129_+	0.993134155279786
Success	1.1112199633088	1	0.136017950268316	chr1:clu_1290_-	0.245636929551488
Success	5.1570592242133	2	0.0057586095889948	chr1:clu_1291_-	0.0256238657331493
Success	0.905056646361402	1	0.178494639954005	chr1:clu_1292_-	0.299090254669004
Success	0.00306144269578112	1	0.937630089862958	chr1:clu_1293_-	0.962494879489274
Success	4.9428898640067	4	0.0423962934224527	chr1:clu_1294_-	0.105425773290706
Success	0.285051027682812	2	0.751975881753583	chr1:clu_1295_-	0.834315691211239
Success	2.90683126041154	4	0.213502948882329	chr1:clu_1296_-	0.34133384120815
Success	0.0604997602270601	1	0.727952947304793	chr1:clu_1297_-	0.816591553627756
Success	3.95337175742975	2	0.0191898889196355	chr1:clu_1298_-	0.0596442493448131
Success	0.306736344120509	2	0.735844585084844	chr1:clu_1299_-	0.82265966119207
Not enough valid samples	NA	NA	NA	chr1:clu_13_+	NA
